,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
0,Nidalee,Graves,Galio,Caitlyn,Karma,KSante,Rengar,Ahri,Kindred,Rakan,TOP,GRANDMASTER,"['Nidalee', 'Jayce', 'Rumble']",272,238,0.533333333,FALSE,TRUE,TRUE,TRUE
1,Graves,Nidalee,Galio,Caitlyn,Karma,KSante,Rengar,Ahri,Kindred,Rakan,JUNGLE,GRANDMASTER,"['Sylas', 'Kindred', 'Graves']",142,133,0.516363636,FALSE,FALSE,FALSE,TRUE
2,Galio,Nidalee,Graves,Caitlyn,Karma,KSante,Rengar,Ahri,Kindred,Rakan,MIDDLE,GRANDMASTER,"['Galio', 'Yasuo', 'Sylas']",91,67,0.575949367,FALSE,TRUE,FALSE,TRUE
3,Caitlyn,Nidalee,Graves,Galio,Karma,KSante,Rengar,Ahri,Kindred,Rakan,BOTTOM,GRANDMASTER,"['Shaco', 'Khazix', 'Ekko']",176,167,0.513119534,FALSE,TRUE,FALSE,TRUE
4,Karma,Nidalee,Graves,Galio,Caitlyn,KSante,Rengar,Ahri,Kindred,Rakan,UTILITY,MASTER,"['Amumu', 'Draven', 'Twitch']",88,64,0.578947368,FALSE,FALSE,FALSE,TRUE
0,Jayce,Vi,Galio,Xayah,Rakan,Kled,Shaco,Nasus,Ziggs,Velkoz,TOP,GRANDMASTER,"['Nidalee', 'Jayce', 'Rumble']",272,238,0.533333333,FALSE,TRUE,TRUE,FALSE
1,Vi,Jayce,Galio,Xayah,Rakan,Kled,Shaco,Nasus,Ziggs,Velkoz,JUNGLE,GRANDMASTER,"['Elise', 'Fiora', 'Vi']",168,149,0.529968454,FALSE,TRUE,FALSE,FALSE
2,Galio,Jayce,Vi,Xayah,Rakan,Kled,Shaco,Nasus,Ziggs,Velkoz,MIDDLE,GRANDMASTER,"['Galio', 'Yasuo', 'Sylas']",91,67,0.575949367,FALSE,TRUE,FALSE,FALSE
3,Xayah,Jayce,Vi,Galio,Rakan,Kled,Shaco,Nasus,Ziggs,Velkoz,BOTTOM,MASTER,"['Ezreal', 'Kaisa', 'Tristana']",176,160,0.523809524,FALSE,TRUE,FALSE,FALSE
4,Rakan,Jayce,Vi,Galio,Xayah,Kled,Shaco,Nasus,Ziggs,Velkoz,UTILITY,PLATINUM,"['Yasuo', 'Blitzcrank', 'Leona']",91,76,0.54491018,FALSE,FALSE,TRUE,FALSE
0,Illaoi,Shaco,Yone,Chogath,Senna,Jayce,Fiddlesticks,Akali,MissFortune,Jhin,TOP,MASTER,"['Illaoi', 'Darius', 'Teemo']",89,69,0.563291139,FALSE,TRUE,FALSE,TRUE
1,Shaco,Illaoi,Yone,Chogath,Senna,Jayce,Fiddlesticks,Akali,MissFortune,Jhin,JUNGLE,GRANDMASTER,"['Shaco', 'Khazix', 'Ekko']",176,167,0.513119534,FALSE,TRUE,FALSE,TRUE
2,Yone,Illaoi,Shaco,Chogath,Senna,Jayce,Fiddlesticks,Akali,MissFortune,Jhin,MIDDLE,MASTER,"['Zed', 'Cassiopeia', 'Irelia']",89,86,0.508571429,FALSE,TRUE,FALSE,TRUE
3,Chogath,Illaoi,Shaco,Yone,Senna,Jayce,Fiddlesticks,Akali,MissFortune,Jhin,BOTTOM,GRANDMASTER,"['Varus', 'Ezreal', 'Sylas']",118,127,0.481632653,FALSE,TRUE,FALSE,TRUE
4,Senna,Illaoi,Shaco,Yone,Chogath,Jayce,Fiddlesticks,Akali,MissFortune,Jhin,UTILITY,SILVER,"['Senna', 'Thresh', 'Ezreal']",6,4,0.6,FALSE,FALSE,FALSE,TRUE
0,Sett,LeeSin,Orianna,Jhin,Zoe,Ornn,Shaco,Taliyah,Varus,Nautilus,TOP,DIAMOND,"['Aatrox', 'Darius', 'Sett']",9,1,0.9,FALSE,FALSE,TRUE,TRUE
1,LeeSin,Sett,Orianna,Jhin,Zoe,Ornn,Shaco,Taliyah,Varus,Nautilus,JUNGLE,GRANDMASTER,"['LeeSin', 'Graves', 'Elise']",59,39,0.602040816,FALSE,TRUE,FALSE,TRUE
2,Orianna,Sett,LeeSin,Jhin,Zoe,Ornn,Shaco,Taliyah,Varus,Nautilus,MIDDLE,GRANDMASTER,"['Riven', 'Twitch', 'Veigar']",140,129,0.520446097,FALSE,TRUE,FALSE,TRUE
3,Jhin,Sett,LeeSin,Orianna,Zoe,Ornn,Shaco,Taliyah,Varus,Nautilus,UTILITY,GRANDMASTER,"['Kaisa', 'Caitlyn', 'Aphelios']",201,182,0.524804178,FALSE,FALSE,FALSE,TRUE
4,Zoe,Sett,LeeSin,Orianna,Jhin,Ornn,Shaco,Taliyah,Varus,Nautilus,BOTTOM,CHALLENGER,"['LeeSin', 'Ezreal', 'Lucian']",226,206,0.523148148,FALSE,FALSE,TRUE,TRUE
0,Xerath,Gangplank,Rengar,Veigar,Heimerdinger,Zoe,Kindred,Akshan,Pyke,Swain,,,"['Camille', 'Riven', 'Twitch']",,,,,,,FALSE
1,Gangplank,Xerath,Rengar,Veigar,Heimerdinger,Zoe,Kindred,Akshan,Pyke,Swain,,,"['Gangplank', 'Rengar', 'Khazix']",,,,,,,FALSE
2,Rengar,Xerath,Gangplank,Veigar,Heimerdinger,Zoe,Kindred,Akshan,Pyke,Swain,,,"['Vayne', 'Lucian', 'Ezreal']",,,,,,,FALSE
3,Veigar,Xerath,Gangplank,Rengar,Heimerdinger,Zoe,Kindred,Akshan,Pyke,Swain,,BRONZE,"['Ekko', 'Kayn', 'Yasuo']",7,6,0.538461538,FALSE,FALSE,FALSE,FALSE
4,Heimerdinger,Xerath,Gangplank,Rengar,Veigar,Zoe,Kindred,Akshan,Pyke,Swain,,,"['Darius', 'MasterYi', 'Aatrox']",,,,,,,FALSE
0,Leblanc,Jhin,Sivir,Shaco,Lillia,Singed,Caitlyn,Lucian,Varus,Sylas,,BRONZE,"['Ezreal', 'Pyke', 'Ekko']",5,10,0.333333333,FALSE,FALSE,FALSE,TRUE
1,Jhin,Leblanc,Sivir,Shaco,Lillia,Singed,Caitlyn,Lucian,Varus,Sylas,,GRANDMASTER,"['Shaco', 'Khazix', 'Ekko']",176,167,0.513119534,FALSE,TRUE,FALSE,TRUE
2,Sivir,Leblanc,Jhin,Shaco,Lillia,Singed,Caitlyn,Lucian,Varus,Sylas,,,"['Kayn', 'Quinn', 'Soraka']",,,,,,,TRUE
3,Shaco,Leblanc,Jhin,Sivir,Lillia,Singed,Caitlyn,Lucian,Varus,Sylas,,,"['MasterYi', 'Blitzcrank', 'Malzahar']",,,,,,,TRUE
4,Lillia,Leblanc,Jhin,Sivir,Shaco,Singed,Caitlyn,Lucian,Varus,Sylas,,SILVER,"['Fizz', 'Warwick', 'Anivia']",27,20,0.574468085,FALSE,FALSE,FALSE,TRUE
0,Zeri,Ashe,Kalista,Udyr,Garen,Yasuo,Corki,Nautilus,Vex,Zac,,,"['Brand', 'Lux', 'Swain']",,,,,,,TRUE
1,Ashe,Zeri,Kalista,Udyr,Garen,Yasuo,Corki,Nautilus,Vex,Zac,,PLATINUM,"['Nautilus', 'Bard', 'Taric']",29,35,0.453125,FALSE,TRUE,FALSE,TRUE
2,Kalista,Zeri,Ashe,Udyr,Garen,Yasuo,Corki,Nautilus,Vex,Zac,,,"['Gnar', 'Jinx', 'Lux']",,,,,,,TRUE
3,Udyr,Zeri,Ashe,Kalista,Garen,Yasuo,Corki,Nautilus,Vex,Zac,,,[],,,,,,,TRUE
4,Garen,Zeri,Ashe,Kalista,Udyr,Yasuo,Corki,Nautilus,Vex,Zac,,,"['Thresh', 'Blitzcrank', 'Shen']",,,,,,,TRUE
0,LeeSin,Kled,Lux,Samira,Orianna,Viego,Kaisa,Pyke,Mordekaiser,Katarina,JUNGLE,DIAMOND,"['Yasuo', 'MasterYi', 'Rengar']",9,8,0.529411765,FALSE,FALSE,FALSE,TRUE
1,Kled,LeeSin,Lux,Samira,Orianna,Viego,Kaisa,Pyke,Mordekaiser,Katarina,TOP,,"['Talon', 'Sett', 'Malphite']",,,,,,,TRUE
2,Lux,LeeSin,Kled,Samira,Orianna,Viego,Kaisa,Pyke,Mordekaiser,Katarina,UTILITY,GOLD,"['Rakan', 'Darius', 'Annie']",29,28,0.50877193,FALSE,FALSE,FALSE,TRUE
3,Samira,LeeSin,Kled,Lux,Orianna,Viego,Kaisa,Pyke,Mordekaiser,Katarina,BOTTOM,GOLD,"['Mordekaiser', 'Samira', 'Katarina']",29,22,0.568627451,FALSE,FALSE,FALSE,TRUE
4,Orianna,LeeSin,Kled,Lux,Samira,Viego,Kaisa,Pyke,Mordekaiser,Katarina,MIDDLE,PLATINUM,"['Twitch', 'Varus', 'Jayce']",10,8,0.555555556,FALSE,FALSE,FALSE,TRUE
0,Kayle,Ivern,Talon,Annie,Swain,Renekton,Zed,AurelionSol,Zeri,Senna,TOP,DIAMOND,"['Draven', 'Udyr', 'Vayne']",16,12,0.571428571,FALSE,TRUE,FALSE,FALSE
1,Ivern,Kayle,Talon,Annie,Swain,Renekton,Zed,AurelionSol,Zeri,Senna,JUNGLE,PLATINUM,"['Yasuo', 'Shaco', 'Ezreal']",60,44,0.576923077,FALSE,FALSE,FALSE,FALSE
2,Talon,Kayle,Ivern,Annie,Swain,Renekton,Zed,AurelionSol,Zeri,Senna,MIDDLE,,"['LeeSin', 'Zed', 'Gragas']",,,,,,,FALSE
3,Annie,Kayle,Ivern,Talon,Swain,Renekton,Zed,AurelionSol,Zeri,Senna,BOTTOM,PLATINUM,"['Jinx', 'Leblanc', 'Zed']",27,30,0.473684211,FALSE,FALSE,FALSE,FALSE
4,Swain,Kayle,Ivern,Talon,Annie,Renekton,Zed,AurelionSol,Zeri,Senna,UTILITY,SILVER,"['Blitzcrank', 'Singed', 'Rengar']",25,18,0.581395349,FALSE,FALSE,FALSE,FALSE
0,Jax,Shaco,Irelia,Aphelios,Twitch,Gragas,LeeSin,Orianna,Sivir,Bard,TOP,GRANDMASTER,"['Camille', 'Fiora', 'Jax']",62,50,0.553571429,FALSE,FALSE,FALSE,FALSE
1,Shaco,Jax,Irelia,Aphelios,Twitch,Gragas,LeeSin,Orianna,Sivir,Bard,JUNGLE,GRANDMASTER,"['Shaco', 'Khazix', 'Ekko']",176,167,0.513119534,FALSE,TRUE,FALSE,FALSE
2,Irelia,Jax,Shaco,Aphelios,Twitch,Gragas,LeeSin,Orianna,Sivir,Bard,MIDDLE,GRANDMASTER,"['Sylas', 'Leblanc', 'Ryze']",114,89,0.561576355,FALSE,TRUE,FALSE,FALSE
3,Aphelios,Jax,Shaco,Irelia,Twitch,Gragas,LeeSin,Orianna,Sivir,Bard,BOTTOM,MASTER,"['Graves', 'Khazix', 'Rengar']",17,12,0.586206897,FALSE,TRUE,TRUE,FALSE
4,Twitch,Jax,Shaco,Irelia,Aphelios,Gragas,LeeSin,Orianna,Sivir,Bard,UTILITY,GRANDMASTER,"['Twitch', 'Riven', 'Draven']",44,37,0.543209877,FALSE,TRUE,FALSE,FALSE
0,Shen,Khazix,Gragas,Sivir,Azir,Olaf,JarvanIV,Kindred,Tristana,Bard,TOP,MASTER,"['LeeSin', 'Shen', 'Shaco']",138,96,0.58974359,FALSE,TRUE,FALSE,TRUE
1,Khazix,Shen,Gragas,Sivir,Azir,Olaf,JarvanIV,Kindred,Tristana,Bard,JUNGLE,GRANDMASTER,"['Shaco', 'Khazix', 'Ekko']",176,167,0.513119534,FALSE,TRUE,FALSE,TRUE
2,Gragas,Shen,Khazix,Sivir,Azir,Olaf,JarvanIV,Kindred,Tristana,Bard,MIDDLE,GRANDMASTER,"['Kayn', 'Viego', 'Graves']",35,13,0.729166667,FALSE,TRUE,FALSE,TRUE
3,Sivir,Shen,Khazix,Gragas,Azir,Olaf,JarvanIV,Kindred,Tristana,Bard,BOTTOM,GRANDMASTER,"['Jhin', 'Ezreal', 'Kaisa']",40,28,0.588235294,FALSE,TRUE,FALSE,TRUE
4,Azir,Shen,Khazix,Gragas,Sivir,Olaf,JarvanIV,Kindred,Tristana,Bard,UTILITY,GRANDMASTER,"['Rumble', 'Jayce', 'Camille']",156,140,0.527027027,FALSE,TRUE,FALSE,TRUE
0,Olaf,Khazix,Irelia,Ziggs,Ashe,Jax,Evelynn,Kayle,Varus,Caitlyn,TOP,GRANDMASTER,"['Olaf', 'Jayce', 'Lucian']",118,109,0.519823789,FALSE,FALSE,FALSE,TRUE
1,Khazix,Olaf,Irelia,Ziggs,Ashe,Jax,Evelynn,Kayle,Varus,Caitlyn,JUNGLE,GRANDMASTER,"['Shaco', 'Khazix', 'Ekko']",176,167,0.513119534,FALSE,TRUE,FALSE,TRUE
2,Irelia,Olaf,Khazix,Ziggs,Ashe,Jax,Evelynn,Kayle,Varus,Caitlyn,MIDDLE,GRANDMASTER,"['Irelia', 'Jayce', 'Azir']",116,108,0.517857143,FALSE,FALSE,TRUE,TRUE
3,Ziggs,Olaf,Khazix,Irelia,Ashe,Jax,Evelynn,Kayle,Varus,Caitlyn,BOTTOM,MASTER,"['Caitlyn', 'Jhin', 'MissFortune']",63,54,0.538461538,FALSE,TRUE,FALSE,TRUE
4,Ashe,Olaf,Khazix,Irelia,Ziggs,Jax,Evelynn,Kayle,Varus,Caitlyn,UTILITY,,[],,,,,,,TRUE
0,Yasuo,MonkeyKing,Annie,Veigar,Alistar,Riven,Shaco,Irelia,Xayah,Rakan,TOP,GRANDMASTER,"['Yasuo', 'Aatrox', 'Darius']",141,128,0.524163569,FALSE,TRUE,FALSE,FALSE
1,MonkeyKing,Yasuo,Annie,Veigar,Alistar,Riven,Shaco,Irelia,Xayah,Rakan,JUNGLE,GRANDMASTER,"['Hecarim', 'Graves', 'LeeSin']",110,99,0.526315789,FALSE,TRUE,TRUE,FALSE
2,Annie,Yasuo,MonkeyKing,Veigar,Alistar,Riven,Shaco,Irelia,Xayah,Rakan,MIDDLE,MASTER,"['Katarina', 'Annie', 'Fizz']",31,23,0.574074074,FALSE,FALSE,FALSE,FALSE
3,Veigar,Yasuo,MonkeyKing,Annie,Alistar,Riven,Shaco,Irelia,Xayah,Rakan,BOTTOM,SILVER,"['Vayne', 'Jinx', 'Veigar']",6,2,0.75,FALSE,FALSE,FALSE,FALSE
4,Alistar,Yasuo,MonkeyKing,Annie,Veigar,Riven,Shaco,Irelia,Xayah,Rakan,UTILITY,MASTER,"['Shaco', 'Kennen', 'Vladimir']",290,244,0.543071161,FALSE,TRUE,TRUE,FALSE
0,Malphite,Shaco,Ryze,Varus,Blitzcrank,Yasuo,Gragas,Sylas,Jhin,Heimerdinger,TOP,GRANDMASTER,"['Yuumi', 'Lux', 'Nami']",122,110,0.525862069,FALSE,FALSE,FALSE,FALSE
1,Shaco,Malphite,Ryze,Varus,Blitzcrank,Yasuo,Gragas,Sylas,Jhin,Heimerdinger,JUNGLE,GRANDMASTER,"['Shaco', 'Khazix', 'Ekko']",176,167,0.513119534,FALSE,TRUE,FALSE,FALSE
2,Ryze,Malphite,Shaco,Varus,Blitzcrank,Yasuo,Gragas,Sylas,Jhin,Heimerdinger,MIDDLE,CHALLENGER,"['Ryze', 'Orianna', 'Sylas']",219,179,0.550251256,TRUE,FALSE,FALSE,FALSE
3,Varus,Malphite,Shaco,Ryze,Blitzcrank,Yasuo,Gragas,Sylas,Jhin,Heimerdinger,BOTTOM,GRANDMASTER,"['Vayne', 'Ezreal', 'Lucian']",125,111,0.529661017,FALSE,FALSE,FALSE,FALSE
4,Blitzcrank,Malphite,Shaco,Ryze,Varus,Yasuo,Gragas,Sylas,Jhin,Heimerdinger,UTILITY,GRANDMASTER,"['LeeSin', 'Thresh', 'Azir']",83,59,0.584507042,FALSE,FALSE,FALSE,FALSE
0,MonkeyKing,Vi,Nautilus,Draven,Thresh,Yasuo,Chogath,Anivia,Gangplank,Bard,,,"['Jayce', 'Katarina', 'Ryze']",,,,,,,FALSE
1,Vi,MonkeyKing,Nautilus,Draven,Thresh,Yasuo,Chogath,Anivia,Gangplank,Bard,,,"['Caitlyn', 'Ezreal', 'Lucian']",,,,,,,FALSE
2,Nautilus,MonkeyKing,Vi,Draven,Thresh,Yasuo,Chogath,Anivia,Gangplank,Bard,,,"['Lucian', 'Kaisa', 'Ezreal']",,,,,,,FALSE
3,Draven,MonkeyKing,Vi,Nautilus,Thresh,Yasuo,Chogath,Anivia,Gangplank,Bard,,,"['Azir', 'Brand', 'Xerath']",,,,,,,FALSE
4,Thresh,MonkeyKing,Vi,Nautilus,Draven,Yasuo,Chogath,Anivia,Gangplank,Bard,,,"['Thresh', 'LeeSin', 'Khazix']",,,,,,,FALSE
0,Camille,Sylas,Viktor,Samira,Nautilus,Vayne,Shaco,Sejuani,Karthus,Alistar,MIDDLE,CHALLENGER,"['Riven', 'Camille', 'Lucian']",203,195,0.510050251,FALSE,TRUE,FALSE,TRUE
1,Sylas,Camille,Viktor,Samira,Nautilus,Vayne,Shaco,Sejuani,Karthus,Alistar,JUNGLE,DIAMOND,"['Graves', 'Kindred', 'LeeSin']",16,6,0.727272727,FALSE,TRUE,FALSE,TRUE
2,Viktor,Camille,Sylas,Samira,Nautilus,Vayne,Shaco,Sejuani,Karthus,Alistar,TOP,PLATINUM,"['Viktor', 'Thresh', 'Orianna']",16,14,0.533333333,FALSE,FALSE,FALSE,TRUE
3,Samira,Camille,Sylas,Viktor,Nautilus,Vayne,Shaco,Sejuani,Karthus,Alistar,BOTTOM,GRANDMASTER,"['Samira', 'Draven', 'Jhin']",125,108,0.536480687,FALSE,TRUE,FALSE,TRUE
4,Nautilus,Camille,Sylas,Viktor,Samira,Vayne,Shaco,Sejuani,Karthus,Alistar,UTILITY,GRANDMASTER,"['Rell', 'Ornn', 'Pyke']",94,73,0.562874251,FALSE,TRUE,TRUE,TRUE
0,Gragas,Lucian,Ryze,Xayah,Chogath,Taliyah,Khazix,Teemo,JarvanIV,Jinx,,,"['Kayle', 'Ekko', 'Pantheon']",,,,,,,TRUE
1,Lucian,Gragas,Ryze,Xayah,Chogath,Taliyah,Khazix,Teemo,JarvanIV,Jinx,,,"['Cassiopeia', 'Viktor', 'Ezreal']",,,,,,,TRUE
2,Ryze,Gragas,Lucian,Xayah,Chogath,Taliyah,Khazix,Teemo,JarvanIV,Jinx,,,"['Yasuo', 'Shaco', 'TwistedFate']",,,,,,,TRUE
3,Xayah,Gragas,Lucian,Ryze,Chogath,Taliyah,Khazix,Teemo,JarvanIV,Jinx,,GRANDMASTER,"['Shaco', 'Khazix', 'Ekko']",176,167,0.513119534,FALSE,TRUE,FALSE,TRUE
4,Chogath,Gragas,Lucian,Ryze,Xayah,Taliyah,Khazix,Teemo,JarvanIV,Jinx,,,"['Thresh', 'Katarina', 'Nunu']",,,,,,,TRUE
0,Jax,Shaco,Yasuo,Twitch,Rakan,Chogath,Sylas,Vayne,Nilah,Lulu,TOP,GOLD,"['Rengar', 'Riven', 'Katarina']",30,31,0.491803279,FALSE,FALSE,FALSE,FALSE
1,Shaco,Jax,Yasuo,Twitch,Rakan,Chogath,Sylas,Vayne,Nilah,Lulu,JUNGLE,GRANDMASTER,"['Shaco', 'Khazix', 'Ekko']",176,167,0.513119534,FALSE,TRUE,FALSE,FALSE
2,Yasuo,Jax,Shaco,Twitch,Rakan,Chogath,Sylas,Vayne,Nilah,Lulu,MIDDLE,GRANDMASTER,"['Yasuo', 'Riven', 'Zed']",178,168,0.514450867,FALSE,TRUE,FALSE,FALSE
3,Twitch,Jax,Shaco,Yasuo,Rakan,Chogath,Sylas,Vayne,Nilah,Lulu,BOTTOM,GRANDMASTER,"['Caitlyn', 'Jhin', 'Twitch']",188,176,0.516483516,FALSE,TRUE,FALSE,FALSE
4,Rakan,Jax,Shaco,Yasuo,Twitch,Chogath,Sylas,Vayne,Nilah,Lulu,UTILITY,DIAMOND,"['Zilean', 'Evelynn', 'Soraka']",97,85,0.532967033,FALSE,TRUE,FALSE,FALSE
0,Aatrox,Ekko,AurelionSol,Jhin,Senna,Gragas,MonkeyKing,Galio,Caitlyn,Lux,TOP,MASTER,"['Aatrox', 'Gangplank', 'Fiora']",36,22,0.620689655,FALSE,TRUE,FALSE,FALSE
1,Ekko,Aatrox,AurelionSol,Jhin,Senna,Gragas,MonkeyKing,Galio,Caitlyn,Lux,JUNGLE,MASTER,"['Riven', 'Kassadin', 'Twitch']",128,125,0.505928854,FALSE,TRUE,FALSE,FALSE
2,AurelionSol,Aatrox,Ekko,Jhin,Senna,Gragas,MonkeyKing,Galio,Caitlyn,Lux,MIDDLE,SILVER,"['Kassadin', 'Ekko', 'Rengar']",8,0,1,FALSE,FALSE,TRUE,FALSE
3,Jhin,Aatrox,Ekko,AurelionSol,Senna,Gragas,MonkeyKing,Galio,Caitlyn,Lux,BOTTOM,GRANDMASTER,"['Caitlyn', 'Senna', 'Jhin']",43,24,0.641791045,FALSE,TRUE,FALSE,FALSE
4,Senna,Aatrox,Ekko,AurelionSol,Jhin,Gragas,MonkeyKing,Galio,Caitlyn,Lux,UTILITY,GRANDMASTER,"['Riven', 'Twitch', 'Veigar']",140,129,0.520446097,FALSE,TRUE,FALSE,FALSE
0,Darius,Nidalee,Talon,Varus,Soraka,Teemo,Kayn,Galio,Kaisa,Ashe,TOP,GRANDMASTER,"['Darius', 'MonkeyKing', 'Camille']",209,184,0.531806616,FALSE,TRUE,FALSE,TRUE
1,Nidalee,Darius,Talon,Varus,Soraka,Teemo,Kayn,Galio,Kaisa,Ashe,JUNGLE,,[],,,,,,,TRUE
2,Talon,Darius,Nidalee,Varus,Soraka,Teemo,Kayn,Galio,Kaisa,Ashe,MIDDLE,GRANDMASTER,"['Talon', 'Zed', 'Lissandra']",112,104,0.518518519,FALSE,TRUE,FALSE,TRUE
3,Varus,Darius,Nidalee,Talon,Soraka,Teemo,Kayn,Galio,Kaisa,Ashe,BOTTOM,GRANDMASTER,"['Kaisa', 'Jinx', 'Caitlyn']",139,112,0.553784861,FALSE,TRUE,FALSE,TRUE
4,Soraka,Darius,Nidalee,Talon,Varus,Teemo,Kayn,Galio,Kaisa,Ashe,UTILITY,GRANDMASTER,"['Thresh', 'Alistar', 'Braum']",200,195,0.506329114,FALSE,TRUE,FALSE,TRUE
0,Jayce,Gragas,Zed,Xayah,Rakan,Camille,Ekko,Galio,Jinx,Ashe,TOP,GRANDMASTER,"['Jayce', 'Jax', 'Garen']",169,126,0.572881356,FALSE,TRUE,TRUE,TRUE
1,Gragas,Jayce,Zed,Xayah,Rakan,Camille,Ekko,Galio,Jinx,Ashe,JUNGLE,GRANDMASTER,"['Vi', 'LeeSin', 'Sylas']",195,167,0.538674033,FALSE,FALSE,FALSE,TRUE
2,Zed,Jayce,Gragas,Xayah,Rakan,Camille,Ekko,Galio,Jinx,Ashe,MIDDLE,MASTER,"['Sylas', 'Zed', 'Shaco']",88,75,0.539877301,FALSE,FALSE,TRUE,TRUE
3,Xayah,Jayce,Gragas,Zed,Rakan,Camille,Ekko,Galio,Jinx,Ashe,BOTTOM,GRANDMASTER,"['Kaisa', 'Jinx', 'Caitlyn']",139,112,0.553784861,FALSE,TRUE,FALSE,TRUE
4,Rakan,Jayce,Gragas,Zed,Xayah,Camille,Ekko,Galio,Jinx,Ashe,UTILITY,GRANDMASTER,"['Lucian', 'Vayne', 'Thresh']",95,75,0.558823529,FALSE,FALSE,FALSE,TRUE
0,Gangplank,Gragas,Zed,Ezreal,Lulu,Darius,Khazix,Galio,Xayah,Rakan,TOP,GRANDMASTER,"['Irelia', 'Darius', 'Fiora']",264,253,0.510638298,FALSE,TRUE,FALSE,FALSE
1,Gragas,Gangplank,Zed,Ezreal,Lulu,Darius,Khazix,Galio,Xayah,Rakan,JUNGLE,MASTER,"['LeeSin', 'Graves', 'Gangplank']",49,38,0.563218391,FALSE,FALSE,FALSE,FALSE
2,Zed,Gangplank,Gragas,Ezreal,Lulu,Darius,Khazix,Galio,Xayah,Rakan,MIDDLE,MASTER,"['Zed', 'Velkoz', 'Xerath']",119,121,0.495833333,FALSE,TRUE,FALSE,FALSE
3,Ezreal,Gangplank,Gragas,Zed,Lulu,Darius,Khazix,Galio,Xayah,Rakan,BOTTOM,GRANDMASTER,"['Yasuo', 'Zed', 'Irelia']",262,242,0.51984127,FALSE,FALSE,FALSE,FALSE
4,Lulu,Gangplank,Gragas,Zed,Ezreal,Darius,Khazix,Galio,Xayah,Rakan,UTILITY,MASTER,"['Sylas', 'Lulu', 'Senna']",42,35,0.545454545,FALSE,FALSE,FALSE,FALSE
0,Nidalee,Graves,Galio,Caitlyn,Karma,KSante,Rengar,Ahri,Kindred,Rakan,TOP,GRANDMASTER,"['Nidalee', 'Jayce', 'Rumble']",272,238,0.533333333,FALSE,TRUE,TRUE,TRUE
1,Graves,Nidalee,Galio,Caitlyn,Karma,KSante,Rengar,Ahri,Kindred,Rakan,JUNGLE,GRANDMASTER,"['Sylas', 'Kindred', 'Graves']",142,133,0.516363636,FALSE,FALSE,FALSE,TRUE
