,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
4,Malphite,Sona,Belveth,Karthus,Ezreal,Cassiopeia,Ekko,Sylas,Skarner,KogMaw,,PLATINUM,"['Poppy', 'Thresh', 'Gragas']",28,28,0.5,FALSE,FALSE,FALSE,FALSE
0,Nami,Kaisa,Akali,Aatrox,Hecarim,Jax,Tristana,Leblanc,Soraka,Draven,UTILITY,,"['Nami', 'Soraka', 'Evelynn']",,,,,,,TRUE
1,Kaisa,Nami,Akali,Aatrox,Hecarim,Jax,Tristana,Leblanc,Soraka,Draven,BOTTOM,PLATINUM,"['Jhin', 'Ezreal', 'Vi']",39,51,0.433333333,FALSE,FALSE,TRUE,TRUE
2,Akali,Nami,Kaisa,Aatrox,Hecarim,Jax,Tristana,Leblanc,Soraka,Draven,MIDDLE,DIAMOND,"['Yone', 'Akali', 'Aatrox']",38,23,0.62295082,FALSE,TRUE,FALSE,TRUE
3,Aatrox,Nami,Kaisa,Akali,Hecarim,Jax,Tristana,Leblanc,Soraka,Draven,TOP,PLATINUM,"['Aatrox', 'Zed', 'Mordekaiser']",40,42,0.487804878,FALSE,FALSE,FALSE,TRUE
4,Hecarim,Nami,Kaisa,Akali,Aatrox,Jax,Tristana,Leblanc,Soraka,Draven,JUNGLE,PLATINUM,"['Draven', 'Lucian', 'Blitzcrank']",4,9,0.307692308,FALSE,FALSE,FALSE,TRUE
0,Yone,Belveth,Soraka,Draven,Leblanc,Aatrox,Nasus,Thresh,Maokai,Zeri,TOP,MASTER,"['Fiora', 'Camille', 'Kennen']",57,49,0.537735849,FALSE,TRUE,FALSE,TRUE
1,Belveth,Yone,Soraka,Draven,Leblanc,Aatrox,Nasus,Thresh,Maokai,Zeri,JUNGLE,PLATINUM,"['MonkeyKing', 'LeeSin', 'Nidalee']",110,101,0.521327014,FALSE,FALSE,FALSE,TRUE
2,Soraka,Yone,Belveth,Draven,Leblanc,Aatrox,Nasus,Thresh,Maokai,Zeri,UTILITY,DIAMOND,"['Yuumi', 'Soraka', 'Lulu']",15,14,0.517241379,FALSE,FALSE,FALSE,TRUE
3,Draven,Yone,Belveth,Soraka,Leblanc,Aatrox,Nasus,Thresh,Maokai,Zeri,BOTTOM,PLATINUM,"['Jax', 'Camille', 'Renekton']",7,6,0.538461538,FALSE,FALSE,TRUE,TRUE
4,Leblanc,Yone,Belveth,Soraka,Draven,Aatrox,Nasus,Thresh,Maokai,Zeri,MIDDLE,DIAMOND,"['Twitch', 'Kindred', 'Draven']",14,12,0.538461538,FALSE,FALSE,FALSE,TRUE
0,Renekton,Elise,Vex,Draven,Milio,KSante,Evelynn,Qiyana,Samira,Amumu,TOP,MASTER,"['Fiora', 'Camille', 'Kennen']",57,49,0.537735849,FALSE,TRUE,FALSE,TRUE
1,Elise,Renekton,Vex,Draven,Milio,KSante,Evelynn,Qiyana,Samira,Amumu,JUNGLE,,"['Ahri', 'Yasuo', 'LeeSin']",,,,,,,TRUE
2,Vex,Renekton,Elise,Draven,Milio,KSante,Evelynn,Qiyana,Samira,Amumu,MIDDLE,DIAMOND,"['Twitch', 'Kindred', 'Draven']",14,12,0.538461538,FALSE,FALSE,FALSE,TRUE
3,Draven,Renekton,Elise,Vex,Milio,KSante,Evelynn,Qiyana,Samira,Amumu,BOTTOM,PLATINUM,"['Jax', 'Camille', 'Renekton']",7,6,0.538461538,FALSE,FALSE,TRUE,TRUE
4,Milio,Renekton,Elise,Vex,Draven,KSante,Evelynn,Qiyana,Samira,Amumu,UTILITY,DIAMOND,"['Yuumi', 'Soraka', 'Lulu']",15,14,0.517241379,FALSE,FALSE,FALSE,TRUE
0,Poppy,LeeSin,Veigar,Twitch,Yuumi,Gangplank,Ekko,Yone,Thresh,Ashe,TOP,MASTER,"['Fiora', 'Camille', 'Kennen']",57,49,0.537735849,FALSE,TRUE,FALSE,TRUE
1,LeeSin,Poppy,Veigar,Twitch,Yuumi,Gangplank,Ekko,Yone,Thresh,Ashe,JUNGLE,,"['Ahri', 'Yasuo', 'LeeSin']",,,,,,,TRUE
2,Veigar,Poppy,LeeSin,Twitch,Yuumi,Gangplank,Ekko,Yone,Thresh,Ashe,MIDDLE,DIAMOND,"['Twitch', 'Kindred', 'Draven']",14,12,0.538461538,FALSE,FALSE,FALSE,TRUE
3,Twitch,Poppy,LeeSin,Veigar,Yuumi,Gangplank,Ekko,Yone,Thresh,Ashe,BOTTOM,PLATINUM,"['Jax', 'Camille', 'Renekton']",7,6,0.538461538,FALSE,FALSE,TRUE,TRUE
4,Yuumi,Poppy,LeeSin,Veigar,Twitch,Gangplank,Ekko,Yone,Thresh,Ashe,UTILITY,DIAMOND,"['Yuumi', 'Soraka', 'Lulu']",15,14,0.517241379,FALSE,FALSE,FALSE,TRUE
0,Rengar,Shaco,Nautilus,Jayce,Malphite,Tryndamere,Elise,Milio,Senna,Galio,,,"['Aatrox', 'Gangplank', 'TwistedFate']",,,,,,,TRUE
1,Shaco,Rengar,Nautilus,Jayce,Malphite,Tryndamere,Elise,Milio,Senna,Galio,,,"['Thresh', 'Zed', 'Gangplank']",,,,,,,TRUE
2,Nautilus,Rengar,Shaco,Jayce,Malphite,Tryndamere,Elise,Milio,Senna,Galio,,DIAMOND,"['Zed', 'Ezreal', 'Shen']",16,15,0.516129032,FALSE,FALSE,FALSE,TRUE
3,Jayce,Rengar,Shaco,Nautilus,Malphite,Tryndamere,Elise,Milio,Senna,Galio,,,"['Draven', 'KogMaw', 'Vayne']",,,,,,,TRUE
4,Malphite,Rengar,Shaco,Nautilus,Jayce,Tryndamere,Elise,Milio,Senna,Galio,,,"['Vayne', 'Yasuo', 'Ezreal']",,,,,,,TRUE
0,Jax,LeeSin,Vex,Aphelios,Thresh,Kennen,Viego,Leblanc,Zeri,Yuumi,TOP,PLATINUM,"['Jax', 'Camille', 'Renekton']",7,6,0.538461538,FALSE,FALSE,TRUE,TRUE
1,LeeSin,Jax,Vex,Aphelios,Thresh,Kennen,Viego,Leblanc,Zeri,Yuumi,JUNGLE,CHALLENGER,"['Belveth', 'LeeSin', 'Viego']",129,103,0.556034483,TRUE,FALSE,FALSE,TRUE
2,Vex,Jax,LeeSin,Aphelios,Thresh,Kennen,Viego,Leblanc,Zeri,Yuumi,MIDDLE,CHALLENGER,"['Katarina', 'Chogath', 'Sylas']",282,238,0.542307692,TRUE,FALSE,FALSE,TRUE
3,Aphelios,Jax,LeeSin,Vex,Thresh,Kennen,Viego,Leblanc,Zeri,Yuumi,BOTTOM,GRANDMASTER,"['Graves', 'Khazix', 'Rengar']",50,32,0.609756098,FALSE,TRUE,FALSE,TRUE
4,Thresh,Jax,LeeSin,Vex,Aphelios,Kennen,Viego,Leblanc,Zeri,Yuumi,UTILITY,CHALLENGER,"['Hecarim', 'Taric', 'Alistar']",244,208,0.539823009,TRUE,FALSE,FALSE,TRUE
0,Olaf,LeeSin,Syndra,Ashe,Rakan,KSante,Fiddlesticks,Tristana,Aphelios,Thresh,TOP,PLATINUM,"['Jax', 'Camille', 'Renekton']",7,6,0.538461538,FALSE,FALSE,TRUE,FALSE
1,LeeSin,Olaf,Syndra,Ashe,Rakan,KSante,Fiddlesticks,Tristana,Aphelios,Thresh,JUNGLE,MASTER,"['LeeSin', 'Zed', 'Draven']",103,88,0.539267016,TRUE,FALSE,FALSE,FALSE
2,Syndra,Olaf,LeeSin,Ashe,Rakan,KSante,Fiddlesticks,Tristana,Aphelios,Thresh,MIDDLE,GRANDMASTER,"['Kassadin', 'Tristana', 'Sylas']",193,171,0.53021978,FALSE,TRUE,FALSE,FALSE
3,Ashe,Olaf,LeeSin,Syndra,Rakan,KSante,Fiddlesticks,Tristana,Aphelios,Thresh,BOTTOM,CHALLENGER,"['Ezreal', 'Lucian', 'Jhin']",274,233,0.540433925,TRUE,FALSE,FALSE,FALSE
4,Rakan,Olaf,LeeSin,Syndra,Ashe,KSante,Fiddlesticks,Tristana,Aphelios,Thresh,UTILITY,GRANDMASTER,"['Nilah', 'Senna', 'Vayne']",170,153,0.526315789,FALSE,FALSE,TRUE,FALSE
0,Olaf,Belveth,Nunu,Jinx,Rakan,Jax,Maokai,Swain,Draven,Nautilus,TOP,CHALLENGER,"['Darius', 'Olaf', 'Malphite']",60,33,0.64516129,FALSE,TRUE,FALSE,TRUE
1,Belveth,Olaf,Nunu,Jinx,Rakan,Jax,Maokai,Swain,Draven,Nautilus,JUNGLE,CHALLENGER,"['LeeSin', 'Gragas', 'Graves']",230,183,0.556900726,TRUE,FALSE,FALSE,TRUE
2,Nunu,Olaf,Belveth,Jinx,Rakan,Jax,Maokai,Swain,Draven,Nautilus,MIDDLE,CHALLENGER,"['Nunu', 'Maokai', 'Janna']",326,302,0.51910828,TRUE,FALSE,FALSE,TRUE
3,Jinx,Olaf,Belveth,Nunu,Rakan,Jax,Maokai,Swain,Draven,Nautilus,BOTTOM,CHALLENGER,"['Draven', 'Ezreal', 'Varus']",293,244,0.545623836,FALSE,FALSE,FALSE,TRUE
4,Rakan,Olaf,Belveth,Nunu,Jinx,Jax,Maokai,Swain,Draven,Nautilus,UTILITY,CHALLENGER,"['LeeSin', 'Graves', 'Viego']",258,232,0.526530612,TRUE,FALSE,FALSE,TRUE
0,MonkeyKing,Fiora,Jinx,Lissandra,Milio,Lulu,Varus,Taliyah,Olaf,Vi,JUNGLE,SILVER,"['Kaisa', 'Fizz', 'Fiora']",20,17,0.540540541,FALSE,FALSE,FALSE,TRUE
1,Fiora,MonkeyKing,Jinx,Lissandra,Milio,Lulu,Varus,Taliyah,Olaf,Vi,TOP,MASTER,"['Vayne', 'Fizz', 'Kindred']",153,149,0.506622517,FALSE,TRUE,FALSE,TRUE
2,Jinx,MonkeyKing,Fiora,Lissandra,Milio,Lulu,Varus,Taliyah,Olaf,Vi,BOTTOM,,"['Thresh', 'Shaco', 'Ezreal']",,,,,,,TRUE
3,Lissandra,MonkeyKing,Fiora,Jinx,Milio,Lulu,Varus,Taliyah,Olaf,Vi,MIDDLE,DIAMOND,"['Camille', 'Aatrox', 'Kaisa']",81,64,0.55862069,FALSE,FALSE,TRUE,TRUE
4,Milio,MonkeyKing,Fiora,Jinx,Lissandra,Lulu,Varus,Taliyah,Olaf,Vi,UTILITY,GRANDMASTER,"['Irelia', 'Zoe', 'Nidalee']",113,91,0.553921569,FALSE,FALSE,TRUE,TRUE
0,Hecarim,Seraphine,Zilean,Xayah,Gragas,Soraka,Jinx,Sylas,Sion,Vi,JUNGLE,MASTER,"['MasterYi', 'Talon', 'Hecarim']",100,85,0.540540541,FALSE,TRUE,FALSE,FALSE
1,Seraphine,Hecarim,Zilean,Xayah,Gragas,Soraka,Jinx,Sylas,Sion,Vi,UTILITY,DIAMOND,"['Rakan', 'Nautilus', 'Karma']",46,64,0.418181818,FALSE,FALSE,FALSE,FALSE
2,Zilean,Hecarim,Seraphine,Xayah,Gragas,Soraka,Jinx,Sylas,Sion,Vi,MIDDLE,DIAMOND,"['Fiora', 'Gnar', 'Poppy']",19,16,0.542857143,FALSE,FALSE,FALSE,FALSE
3,Xayah,Hecarim,Seraphine,Zilean,Gragas,Soraka,Jinx,Sylas,Sion,Vi,BOTTOM,MASTER,"['Caitlyn', 'Kaisa', 'Janna']",187,184,0.504043127,TRUE,FALSE,TRUE,FALSE
4,Gragas,Hecarim,Seraphine,Zilean,Xayah,Soraka,Jinx,Sylas,Sion,Vi,TOP,MASTER,"['Camille', 'Fiora', 'Jax']",160,148,0.519480519,FALSE,FALSE,FALSE,FALSE
0,Olaf,LeeSin,TwistedFate,Draven,Nautilus,KSante,Gragas,Syndra,Zeri,Yuumi,TOP,PLATINUM,"['Jax', 'Camille', 'Renekton']",7,6,0.538461538,FALSE,FALSE,TRUE,TRUE
1,LeeSin,Olaf,TwistedFate,Draven,Nautilus,KSante,Gragas,Syndra,Zeri,Yuumi,JUNGLE,CHALLENGER,"['LeeSin', 'Nidalee', 'Graves']",137,112,0.550200803,FALSE,FALSE,FALSE,TRUE
2,TwistedFate,Olaf,LeeSin,Draven,Nautilus,KSante,Gragas,Syndra,Zeri,Yuumi,MIDDLE,CHALLENGER,"['JarvanIV', 'Ahri', 'Zoe']",215,186,0.536159601,FALSE,TRUE,FALSE,TRUE
3,Draven,Olaf,LeeSin,TwistedFate,Nautilus,KSante,Gragas,Syndra,Zeri,Yuumi,BOTTOM,CHALLENGER,"['Leona', 'Ashe', 'Vayne']",222,196,0.531100478,FALSE,TRUE,FALSE,TRUE
4,Nautilus,Olaf,LeeSin,TwistedFate,Draven,KSante,Gragas,Syndra,Zeri,Yuumi,UTILITY,CHALLENGER,"['Alistar', 'Rakan', 'Karma']",226,192,0.540669856,TRUE,FALSE,FALSE,TRUE
0,Olaf,Karthus,Jayce,Xayah,Karma,KSante,Kindred,Sylas,Jinx,Soraka,TOP,PLATINUM,"['Jax', 'Camille', 'Renekton']",7,6,0.538461538,FALSE,FALSE,TRUE,FALSE
1,Karthus,Olaf,Jayce,Xayah,Karma,KSante,Kindred,Sylas,Jinx,Soraka,JUNGLE,CHALLENGER,"['Udyr', 'Graves', 'RekSai']",187,166,0.529745042,TRUE,FALSE,FALSE,FALSE
2,Jayce,Olaf,Karthus,Xayah,Karma,KSante,Kindred,Sylas,Jinx,Soraka,MIDDLE,GRANDMASTER,"['Udyr', 'Sylas', 'Gragas']",176,152,0.536585366,FALSE,FALSE,FALSE,FALSE
3,Xayah,Olaf,Karthus,Jayce,Karma,KSante,Kindred,Sylas,Jinx,Soraka,BOTTOM,GRANDMASTER,"['Xayah', 'Ezreal', 'Caitlyn']",92,59,0.609271523,FALSE,TRUE,FALSE,FALSE
4,Karma,Olaf,Karthus,Jayce,Xayah,KSante,Kindred,Sylas,Jinx,Soraka,UTILITY,GRANDMASTER,"['Senna', 'Karma', 'Ashe']",116,86,0.574257426,FALSE,TRUE,FALSE,FALSE
0,Qiyana,Nidalee,Singed,Ekko,Poppy,Milio,Volibear,Bard,Camille,KSante,,PLATINUM,"['Thresh', 'Nami', 'Morgana']",28,24,0.538461538,FALSE,FALSE,FALSE,TRUE
1,Nidalee,Qiyana,Singed,Ekko,Poppy,Milio,Volibear,Bard,Camille,KSante,,,"['Illaoi', 'Aatrox', 'Darius']",,,,,,,TRUE
2,Singed,Qiyana,Nidalee,Ekko,Poppy,Milio,Volibear,Bard,Camille,KSante,,DIAMOND,"['Blitzcrank', 'Zed', 'MasterYi']",11,1,0.916666667,FALSE,TRUE,TRUE,TRUE
3,Ekko,Qiyana,Nidalee,Singed,Poppy,Milio,Volibear,Bard,Camille,KSante,,DIAMOND,"['Yasuo', 'Sion', 'Sylas']",79,90,0.467455621,FALSE,FALSE,FALSE,TRUE
4,Poppy,Qiyana,Nidalee,Singed,Ekko,Milio,Volibear,Bard,Camille,KSante,,,"['Singed', 'Tryndamere', 'Sion']",,,,,,,TRUE
0,Volibear,MissFortune,Brand,Kalista,Senna,Vayne,Teemo,Ivern,Lucian,Rammus,,SILVER,"['Zed', 'Lucian', 'Velkoz']",6,5,0.545454545,FALSE,FALSE,FALSE,TRUE
1,MissFortune,Volibear,Brand,Kalista,Senna,Vayne,Teemo,Ivern,Lucian,Rammus,,GOLD,"['Swain', 'Zed', 'Draven']",12,7,0.631578947,FALSE,TRUE,FALSE,TRUE
2,Brand,Volibear,MissFortune,Kalista,Senna,Vayne,Teemo,Ivern,Lucian,Rammus,,GOLD,"['Zed', 'Lucian', 'Jhin']",11,9,0.55,FALSE,FALSE,TRUE,TRUE
3,Kalista,Volibear,MissFortune,Brand,Senna,Vayne,Teemo,Ivern,Lucian,Rammus,,GOLD,"['Katarina', 'Rengar', 'Riven']",5,6,0.454545455,FALSE,FALSE,FALSE,TRUE
4,Senna,Volibear,MissFortune,Brand,Kalista,Vayne,Teemo,Ivern,Lucian,Rammus,,SILVER,"['Yasuo', 'Akshan', 'Graves']",12,11,0.52173913,FALSE,FALSE,FALSE,TRUE
0,Jax,Gragas,Pantheon,Jhin,Bard,Yone,JarvanIV,KSante,Draven,Blitzcrank,TOP,PLATINUM,"['Jax', 'Camille', 'Renekton']",7,6,0.538461538,FALSE,FALSE,TRUE,FALSE
1,Gragas,Jax,Pantheon,Jhin,Bard,Yone,JarvanIV,KSante,Draven,Blitzcrank,JUNGLE,CHALLENGER,"['Kindred', 'JarvanIV', 'MonkeyKing']",130,105,0.553191489,TRUE,FALSE,TRUE,FALSE
2,Pantheon,Jax,Gragas,Jhin,Bard,Yone,JarvanIV,KSante,Draven,Blitzcrank,MIDDLE,CHALLENGER,"['Leblanc', 'LeeSin', 'Ryze']",189,139,0.576219512,TRUE,FALSE,FALSE,FALSE
3,Jhin,Jax,Gragas,Pantheon,Bard,Yone,JarvanIV,KSante,Draven,Blitzcrank,BOTTOM,CHALLENGER,"['Leona', 'Ashe', 'Vayne']",222,196,0.531100478,FALSE,TRUE,FALSE,FALSE
4,Bard,Jax,Gragas,Pantheon,Jhin,Yone,JarvanIV,KSante,Draven,Blitzcrank,UTILITY,CHALLENGER,"['Bard', 'Sona', 'Zilean']",126,93,0.575342466,FALSE,FALSE,FALSE,FALSE
0,Fiora,Nocturne,KogMaw,MissFortune,Zilean,Garen,LeeSin,Syndra,Xayah,Alistar,TOP,CHALLENGER,"['Fiora', 'Camille', 'Jayce']",299,259,0.535842294,TRUE,FALSE,FALSE,TRUE
1,Nocturne,Fiora,KogMaw,MissFortune,Zilean,Garen,LeeSin,Syndra,Xayah,Alistar,JUNGLE,CHALLENGER,"['Rengar', 'Nidalee', 'Graves']",309,254,0.548845471,TRUE,FALSE,TRUE,TRUE
2,KogMaw,Fiora,Nocturne,MissFortune,Zilean,Garen,LeeSin,Syndra,Xayah,Alistar,MIDDLE,CHALLENGER,"['Katarina', 'Anivia', 'Irelia']",202,180,0.528795812,TRUE,FALSE,FALSE,TRUE
3,MissFortune,Fiora,Nocturne,KogMaw,Zilean,Garen,LeeSin,Syndra,Xayah,Alistar,BOTTOM,CHALLENGER,"['Ezreal', 'Lucian', 'Caitlyn']",203,171,0.542780749,FALSE,FALSE,FALSE,TRUE
4,Zilean,Fiora,Nocturne,KogMaw,MissFortune,Garen,LeeSin,Syndra,Xayah,Alistar,UTILITY,GRANDMASTER,"['Rakan', 'Nami', 'Zilean']",109,69,0.612359551,FALSE,TRUE,FALSE,TRUE
0,Fiora,Maokai,Jhin,Veigar,Senna,Kennen,Sejuani,Orianna,Aphelios,Nautilus,TOP,CHALLENGER,"['Fiora', 'Camille', 'Jayce']",299,259,0.535842294,TRUE,FALSE,FALSE,TRUE
1,Maokai,Fiora,Jhin,Veigar,Senna,Kennen,Sejuani,Orianna,Aphelios,Nautilus,JUNGLE,CHALLENGER,"['Rengar', 'Nidalee', 'Graves']",309,254,0.548845471,TRUE,FALSE,TRUE,TRUE
2,Jhin,Fiora,Maokai,Veigar,Senna,Kennen,Sejuani,Orianna,Aphelios,Nautilus,MIDDLE,CHALLENGER,"['Jhin', 'Ezreal', 'Lucian']",134,116,0.536,TRUE,FALSE,FALSE,TRUE
3,Veigar,Fiora,Maokai,Jhin,Senna,Kennen,Sejuani,Orianna,Aphelios,Nautilus,BOTTOM,CHALLENGER,"['Ezreal', 'Jhin', 'Lucian']",183,162,0.530434783,TRUE,FALSE,FALSE,TRUE
4,Senna,Fiora,Maokai,Jhin,Veigar,Kennen,Sejuani,Orianna,Aphelios,Nautilus,UTILITY,CHALLENGER,"['Senna', 'Heimerdinger', 'Blitzcrank']",111,74,0.6,FALSE,TRUE,FALSE,TRUE
0,Nami,Anivia,Jinx,Karma,Shen,Darius,Rumble,Sivir,Brand,Lulu,,PLATINUM,"['Thresh', 'Nautilus', 'Pyke']",10,4,0.714285714,FALSE,FALSE,FALSE,FALSE
1,Anivia,Nami,Jinx,Karma,Shen,Darius,Rumble,Sivir,Brand,Lulu,,PLATINUM,"['Riven', 'Renekton', 'Zed']",8,13,0.380952381,FALSE,FALSE,FALSE,FALSE
2,Jinx,Nami,Anivia,Karma,Shen,Darius,Rumble,Sivir,Brand,Lulu,,SILVER,"['Kaisa', 'Ezreal', 'Lucian']",12,14,0.461538462,FALSE,FALSE,FALSE,FALSE
3,Karma,Nami,Anivia,Jinx,Shen,Darius,Rumble,Sivir,Brand,Lulu,,PLATINUM,"['Lux', 'Qiyana', 'Jinx']",18,22,0.45,FALSE,FALSE,TRUE,FALSE
4,Shen,Nami,Anivia,Jinx,Karma,Darius,Rumble,Sivir,Brand,Lulu,,,"['Gangplank', 'Yasuo', 'Riven']",,,,,,,FALSE
0,Yasuo,MonkeyKing,Gragas,Samira,Blitzcrank,Kennen,Taliyah,Talon,Seraphine,Pyke,TOP,GRANDMASTER,"['Yasuo', 'Yone', 'Kayn']",211,194,0.520987654,FALSE,TRUE,FALSE,FALSE
1,MonkeyKing,Yasuo,Gragas,Samira,Blitzcrank,Kennen,Taliyah,Talon,Seraphine,Pyke,JUNGLE,CHALLENGER,"['Rengar', 'Nidalee', 'Graves']",309,254,0.548845471,TRUE,FALSE,TRUE,FALSE
2,Gragas,Yasuo,MonkeyKing,Samira,Blitzcrank,Kennen,Taliyah,Talon,Seraphine,Pyke,MIDDLE,DIAMOND,"['Thresh', 'Gragas', 'Galio']",11,6,0.647058824,FALSE,FALSE,FALSE,FALSE
3,Samira,Yasuo,MonkeyKing,Gragas,Blitzcrank,Kennen,Taliyah,Talon,Seraphine,Pyke,BOTTOM,CHALLENGER,"['Lucian', 'Sylas', 'Jayce']",127,103,0.552173913,FALSE,TRUE,FALSE,FALSE
4,Blitzcrank,Yasuo,MonkeyKing,Gragas,Samira,Kennen,Taliyah,Talon,Seraphine,Pyke,UTILITY,CHALLENGER,"['Thresh', 'Bard', 'Leona']",131,98,0.572052402,TRUE,FALSE,FALSE,FALSE
0,KSante,Nocturne,Gragas,Zeri,Lulu,Nasus,Kindred,Leblanc,Xayah,Rakan,TOP,CHALLENGER,"['Kindred', 'Nautilus', 'Graves']",133,83,0.615740741,FALSE,TRUE,FALSE,TRUE
1,Nocturne,KSante,Gragas,Zeri,Lulu,Nasus,Kindred,Leblanc,Xayah,Rakan,JUNGLE,CHALLENGER,"['Rengar', 'Nidalee', 'Graves']",309,254,0.548845471,TRUE,FALSE,TRUE,TRUE
