,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
0,Malphite,MonkeyKing,Vladimir,Lucian,Nami,Riven,Graves,AurelionSol,Draven,Ashe,TOP,PLATINUM,"['Fiora', 'Camille', 'Aatrox']",18,14,0.5625,FALSE,TRUE,FALSE,TRUE
1,MonkeyKing,Malphite,Vladimir,Lucian,Nami,Riven,Graves,AurelionSol,Draven,Ashe,JUNGLE,MASTER,"['MonkeyKing', 'Evelynn', 'Galio']",62,39,0.613861386,FALSE,TRUE,TRUE,TRUE
2,Vladimir,Malphite,MonkeyKing,Lucian,Nami,Riven,Graves,AurelionSol,Draven,Ashe,MIDDLE,DIAMOND,"['Vladimir', 'Vayne', 'Nasus']",80,58,0.579710145,FALSE,TRUE,FALSE,TRUE
3,Lucian,Malphite,MonkeyKing,Vladimir,Nami,Riven,Graves,AurelionSol,Draven,Ashe,BOTTOM,GOLD,"['Ezreal', 'Kaisa', 'Jhin']",12,11,0.52173913,FALSE,FALSE,FALSE,TRUE
4,Nami,Malphite,MonkeyKing,Vladimir,Lucian,Riven,Graves,AurelionSol,Draven,Ashe,UTILITY,GOLD,"['Ezreal', 'Nami', 'Jinx']",12,7,0.631578947,FALSE,FALSE,FALSE,TRUE
0,Aatrox,Sylas,Kassadin,Jinx,Milio,Riven,MonkeyKing,Vladimir,Xayah,Nami,TOP,DIAMOND,"['Aatrox', 'Darius', 'Jax']",4,7,0.363636364,FALSE,FALSE,FALSE,FALSE
1,Sylas,Aatrox,Kassadin,Jinx,Milio,Riven,MonkeyKing,Vladimir,Xayah,Nami,JUNGLE,,"['Ekko', 'Viego', 'Kayn']",,,,,,,FALSE
2,Kassadin,Aatrox,Sylas,Jinx,Milio,Riven,MonkeyKing,Vladimir,Xayah,Nami,MIDDLE,DIAMOND,"['Katarina', 'Kaisa', 'Vayne']",123,112,0.523404255,FALSE,FALSE,FALSE,FALSE
3,Jinx,Aatrox,Sylas,Kassadin,Milio,Riven,MonkeyKing,Vladimir,Xayah,Nami,BOTTOM,GOLD,"['Aphelios', 'Kaisa', 'Draven']",18,7,0.72,FALSE,FALSE,FALSE,FALSE
4,Milio,Aatrox,Sylas,Kassadin,Jinx,Riven,MonkeyKing,Vladimir,Xayah,Nami,UTILITY,DIAMOND,"['Jhin', 'Orianna', 'Azir']",207,184,0.529411765,TRUE,FALSE,FALSE,FALSE
0,Akali,Kindred,Pyke,Jinx,Malphite,Riven,RekSai,Galio,MissFortune,Thresh,TOP,DIAMOND,"['Riven', 'Irelia', 'Akali']",44,56,0.44,FALSE,FALSE,FALSE,TRUE
1,Kindred,Akali,Pyke,Jinx,Malphite,Riven,RekSai,Galio,MissFortune,Thresh,JUNGLE,MASTER,"['Gwen', 'Evelynn', 'Kindred']",90,84,0.517241379,FALSE,TRUE,TRUE,TRUE
2,Pyke,Akali,Kindred,Jinx,Malphite,Riven,RekSai,Galio,MissFortune,Thresh,UTILITY,DIAMOND,"['Graves', 'Kindred', 'Hecarim']",122,106,0.535087719,FALSE,FALSE,FALSE,TRUE
3,Jinx,Akali,Kindred,Pyke,Malphite,Riven,RekSai,Galio,MissFortune,Thresh,BOTTOM,DIAMOND,"['Jinx', 'Caitlyn', 'Vayne']",457,473,0.491397849,TRUE,FALSE,FALSE,TRUE
4,Malphite,Akali,Kindred,Pyke,Jinx,Riven,RekSai,Galio,MissFortune,Thresh,MIDDLE,DIAMOND,"['Veigar', 'Syndra', 'Yone']",71,52,0.577235772,FALSE,FALSE,FALSE,TRUE
0,Sylas,Belveth,Rumble,Twitch,Milio,Zed,Ekko,Nocturne,Jhin,Chogath,TOP,DIAMOND,"['Vladimir', 'Camille', 'Lucian']",109,126,0.463829787,FALSE,FALSE,FALSE,TRUE
1,Belveth,Sylas,Rumble,Twitch,Milio,Zed,Ekko,Nocturne,Jhin,Chogath,JUNGLE,DIAMOND,"['Viego', 'Kayn', 'Graves']",17,9,0.653846154,FALSE,FALSE,FALSE,TRUE
2,Rumble,Sylas,Belveth,Twitch,Milio,Zed,Ekko,Nocturne,Jhin,Chogath,MIDDLE,MASTER,"['Cassiopeia', 'Akali', 'Irelia']",219,192,0.532846715,TRUE,FALSE,FALSE,TRUE
3,Twitch,Sylas,Belveth,Rumble,Milio,Zed,Ekko,Nocturne,Jhin,Chogath,BOTTOM,PLATINUM,"['Draven', 'Lucian', 'Ezreal']",27,23,0.54,FALSE,FALSE,FALSE,TRUE
4,Milio,Sylas,Belveth,Rumble,Twitch,Zed,Ekko,Nocturne,Jhin,Chogath,UTILITY,DIAMOND,"['Thresh', 'Blitzcrank', 'Rakan']",68,58,0.53968254,FALSE,TRUE,FALSE,TRUE
0,Kennen,MonkeyKing,Ryze,Zeri,Sona,Nasus,Singed,Yasuo,Jinx,Karma,TOP,DIAMOND,"['Garen', 'Camille', 'Yone']",177,179,0.497191011,FALSE,FALSE,FALSE,FALSE
1,MonkeyKing,Kennen,Ryze,Zeri,Sona,Nasus,Singed,Yasuo,Jinx,Karma,JUNGLE,MASTER,"['MonkeyKing', 'Evelynn', 'Galio']",62,39,0.613861386,FALSE,TRUE,TRUE,FALSE
2,Ryze,Kennen,MonkeyKing,Zeri,Sona,Nasus,Singed,Yasuo,Jinx,Karma,MIDDLE,GOLD,"['Zoe', 'Akali', 'Yasuo']",19,13,0.59375,FALSE,FALSE,FALSE,FALSE
3,Zeri,Kennen,MonkeyKing,Ryze,Sona,Nasus,Singed,Yasuo,Jinx,Karma,BOTTOM,GOLD,"['Kaisa', 'Ezreal', 'Jinx']",11,13,0.458333333,FALSE,FALSE,TRUE,FALSE
4,Sona,Kennen,MonkeyKing,Ryze,Zeri,Nasus,Singed,Yasuo,Jinx,Karma,UTILITY,DIAMOND,"['Sona', 'Yuumi', 'Soraka']",120,108,0.526315789,FALSE,TRUE,TRUE,FALSE
0,Aatrox,MonkeyKing,Gragas,Zeri,Swain,LeeSin,Sejuani,Rumble,Kaisa,Karma,TOP,DIAMOND,"['LeeSin', 'MonkeyKing', 'Jax']",228,196,0.537735849,TRUE,FALSE,FALSE,FALSE
1,MonkeyKing,Aatrox,Gragas,Zeri,Swain,LeeSin,Sejuani,Rumble,Kaisa,Karma,JUNGLE,MASTER,"['MonkeyKing', 'Evelynn', 'Galio']",62,39,0.613861386,FALSE,TRUE,TRUE,FALSE
2,Gragas,Aatrox,MonkeyKing,Zeri,Swain,LeeSin,Sejuani,Rumble,Kaisa,Karma,MIDDLE,MASTER,"['Gragas', 'Zilean', 'Zed']",127,101,0.557017544,FALSE,TRUE,FALSE,FALSE
3,Zeri,Aatrox,MonkeyKing,Gragas,Swain,LeeSin,Sejuani,Rumble,Kaisa,Karma,BOTTOM,DIAMOND,"['Kaisa', 'Ezreal', 'LeeSin']",99,95,0.510309278,FALSE,FALSE,FALSE,FALSE
4,Swain,Aatrox,MonkeyKing,Gragas,Zeri,LeeSin,Sejuani,Rumble,Kaisa,Karma,UTILITY,MASTER,"['AurelionSol', 'Swain', 'Ashe']",106,74,0.588888889,FALSE,TRUE,FALSE,FALSE
0,Gangplank,Ekko,Talon,Jinx,Lulu,Aatrox,Evelynn,Ahri,Zeri,Seraphine,TOP,DIAMOND,"['MonkeyKing', 'Camille', 'Lucian']",171,177,0.49137931,FALSE,FALSE,FALSE,TRUE
1,Ekko,Gangplank,Talon,Jinx,Lulu,Aatrox,Evelynn,Ahri,Zeri,Seraphine,JUNGLE,DIAMOND,"['Ekko', 'Lux', 'Vi']",463,445,0.509911894,FALSE,FALSE,FALSE,TRUE
2,Talon,Gangplank,Ekko,Jinx,Lulu,Aatrox,Evelynn,Ahri,Zeri,Seraphine,MIDDLE,DIAMOND,"['Talon', 'Diana', 'Riven']",15,11,0.576923077,FALSE,FALSE,FALSE,TRUE
3,Jinx,Gangplank,Ekko,Talon,Lulu,Aatrox,Evelynn,Ahri,Zeri,Seraphine,BOTTOM,DIAMOND,"['Twitch', 'Zeri', 'Jinx']",92,72,0.56097561,FALSE,FALSE,FALSE,TRUE
4,Lulu,Gangplank,Ekko,Talon,Jinx,Aatrox,Evelynn,Ahri,Zeri,Seraphine,UTILITY,PLATINUM,"['Brand', 'Braum', 'Kennen']",5,6,0.454545455,FALSE,FALSE,FALSE,TRUE
0,Aatrox,Diana,Talon,Caitlyn,Lux,Pantheon,Evelynn,Zed,Jinx,Milio,TOP,DIAMOND,"['Aatrox', 'Yone', 'Akali']",110,115,0.488888889,FALSE,FALSE,FALSE,FALSE
1,Diana,Aatrox,Talon,Caitlyn,Lux,Pantheon,Evelynn,Zed,Jinx,Milio,JUNGLE,DIAMOND,"['LeeSin', 'Nidalee', 'Ezreal']",57,43,0.57,FALSE,FALSE,FALSE,FALSE
2,Talon,Aatrox,Diana,Caitlyn,Lux,Pantheon,Evelynn,Zed,Jinx,Milio,MIDDLE,MASTER,"['Talon', 'Yasuo', 'Akali']",165,152,0.520504732,FALSE,TRUE,TRUE,FALSE
3,Caitlyn,Aatrox,Diana,Talon,Lux,Pantheon,Evelynn,Zed,Jinx,Milio,BOTTOM,DIAMOND,"['Caitlyn', 'Ezreal', 'Jhin']",119,134,0.470355731,TRUE,FALSE,FALSE,FALSE
4,Lux,Aatrox,Diana,Talon,Caitlyn,Pantheon,Evelynn,Zed,Jinx,Milio,UTILITY,SILVER,"['Leblanc', 'Karma', 'Vayne']",6,12,0.333333333,FALSE,FALSE,FALSE,FALSE
0,Sett,Evelynn,Ahri,Zeri,Thresh,Pantheon,Gwen,Tryndamere,Xayah,Rakan,TOP,MASTER,"['Rengar', 'Sett', 'Udyr']",111,118,0.484716157,FALSE,TRUE,FALSE,FALSE
1,Evelynn,Sett,Ahri,Zeri,Thresh,Pantheon,Gwen,Tryndamere,Xayah,Rakan,JUNGLE,MASTER,"['MonkeyKing', 'Evelynn', 'Galio']",62,39,0.613861386,FALSE,TRUE,TRUE,FALSE
2,Ahri,Sett,Evelynn,Zeri,Thresh,Pantheon,Gwen,Tryndamere,Xayah,Rakan,MIDDLE,MASTER,"['LeeSin', 'Volibear', 'Zac']",125,87,0.589622642,FALSE,FALSE,FALSE,FALSE
3,Zeri,Sett,Evelynn,Ahri,Thresh,Pantheon,Gwen,Tryndamere,Xayah,Rakan,BOTTOM,MASTER,"['Rakan', 'Senna', 'Caitlyn']",210,194,0.51980198,FALSE,TRUE,FALSE,FALSE
4,Thresh,Sett,Evelynn,Ahri,Zeri,Pantheon,Gwen,Tryndamere,Xayah,Rakan,UTILITY,DIAMOND,"['Blitzcrank', 'LeeSin', 'Amumu']",263,247,0.515686275,FALSE,TRUE,FALSE,FALSE
0,Zed,Rammus,Shen,Jinx,Senna,Fizz,MonkeyKing,Akshan,Ashe,Heimerdinger,MIDDLE,SILVER,"['Akshan', 'Anivia', 'Twitch']",10,9,0.526315789,FALSE,FALSE,FALSE,TRUE
1,Rammus,Zed,Shen,Jinx,Senna,Fizz,MonkeyKing,Akshan,Ashe,Heimerdinger,JUNGLE,MASTER,"['Rammus', 'Kassadin', 'Viktor']",68,60,0.53125,FALSE,FALSE,FALSE,TRUE
2,Shen,Zed,Rammus,Jinx,Senna,Fizz,MonkeyKing,Akshan,Ashe,Heimerdinger,TOP,MASTER,"['Zilean', 'AurelionSol', 'Velkoz']",184,188,0.494623656,FALSE,FALSE,FALSE,TRUE
3,Jinx,Zed,Rammus,Shen,Senna,Fizz,MonkeyKing,Akshan,Ashe,Heimerdinger,BOTTOM,DIAMOND,"['Vayne', 'LeeSin', 'Thresh']",31,33,0.484375,FALSE,FALSE,FALSE,TRUE
4,Senna,Zed,Rammus,Shen,Jinx,Fizz,MonkeyKing,Akshan,Ashe,Heimerdinger,UTILITY,MASTER,"['JarvanIV', 'Skarner', 'Lillia']",279,264,0.513812155,FALSE,TRUE,FALSE,TRUE
0,Zoe,MonkeyKing,Annie,Draven,Blitzcrank,Shen,Fiddlesticks,Galio,Nilah,Milio,TOP,MASTER,"['Zoe', 'Veigar', 'Shaco']",275,244,0.529865125,TRUE,FALSE,FALSE,TRUE
1,MonkeyKing,Zoe,Annie,Draven,Blitzcrank,Shen,Fiddlesticks,Galio,Nilah,Milio,JUNGLE,MASTER,"['MonkeyKing', 'Evelynn', 'Galio']",62,39,0.613861386,FALSE,TRUE,TRUE,TRUE
2,Annie,Zoe,MonkeyKing,Draven,Blitzcrank,Shen,Fiddlesticks,Galio,Nilah,Milio,MIDDLE,DIAMOND,"['Yasuo', 'Jax', 'Darius']",130,107,0.548523207,FALSE,FALSE,TRUE,TRUE
3,Draven,Zoe,MonkeyKing,Annie,Blitzcrank,Shen,Fiddlesticks,Galio,Nilah,Milio,BOTTOM,DIAMOND,"['Jax', 'Fiora', 'Taric']",82,52,0.611940299,FALSE,FALSE,FALSE,TRUE
4,Blitzcrank,Zoe,MonkeyKing,Annie,Draven,Shen,Fiddlesticks,Galio,Nilah,Milio,UTILITY,DIAMOND,"['Thresh', 'Bard', 'Blitzcrank']",77,68,0.531034483,FALSE,FALSE,FALSE,TRUE
0,Renekton,Sylas,AurelionSol,Ashe,Nautilus,Shen,Olaf,Ahri,Xayah,Lulu,TOP,GOLD,"['Jax', 'Vladimir', 'Fiora']",45,36,0.555555556,FALSE,FALSE,FALSE,FALSE
1,Sylas,Renekton,AurelionSol,Ashe,Nautilus,Shen,Olaf,Ahri,Xayah,Lulu,JUNGLE,MASTER,"['MonkeyKing', 'Evelynn', 'Galio']",62,39,0.613861386,FALSE,TRUE,TRUE,FALSE
2,AurelionSol,Renekton,Sylas,Ashe,Nautilus,Shen,Olaf,Ahri,Xayah,Lulu,MIDDLE,DIAMOND,"['Sylas', 'Yone', 'Zed']",30,25,0.545454545,FALSE,FALSE,FALSE,FALSE
3,Ashe,Renekton,Sylas,AurelionSol,Nautilus,Shen,Olaf,Ahri,Xayah,Lulu,BOTTOM,MASTER,"['Jhin', 'Ezreal', 'Ashe']",67,66,0.503759398,FALSE,TRUE,TRUE,FALSE
4,Nautilus,Renekton,Sylas,AurelionSol,Ashe,Shen,Olaf,Ahri,Xayah,Lulu,UTILITY,DIAMOND,"['XinZhao', 'Jayce', 'Camille']",87,82,0.514792899,FALSE,TRUE,FALSE,FALSE
0,Corki,Swain,Katarina,Darius,Leblanc,Pyke,Pantheon,Lucian,Velkoz,Diana,,MASTER,"['Ezreal', 'Kaisa', 'Graves']",64,56,0.533333333,FALSE,TRUE,FALSE,TRUE
1,Swain,Corki,Katarina,Darius,Leblanc,Pyke,Pantheon,Lucian,Velkoz,Diana,,,"['LeeSin', 'Lucian', 'Thresh']",,,,,,,TRUE
2,Katarina,Corki,Swain,Darius,Leblanc,Pyke,Pantheon,Lucian,Velkoz,Diana,,GOLD,"['MonkeyKing', 'Talon', 'KogMaw']",39,33,0.541666667,FALSE,FALSE,FALSE,TRUE
3,Darius,Corki,Swain,Katarina,Leblanc,Pyke,Pantheon,Lucian,Velkoz,Diana,,GOLD,"['Darius', 'Aatrox', 'Teemo']",31,8,0.794871795,FALSE,FALSE,FALSE,TRUE
4,Leblanc,Corki,Swain,Katarina,Darius,Pyke,Pantheon,Lucian,Velkoz,Diana,,PLATINUM,"['Caitlyn', 'Jinx', 'Leblanc']",27,29,0.482142857,FALSE,FALSE,FALSE,TRUE
0,Kennen,Khazix,Zoe,Zeri,Milio,Evelynn,AurelionSol,Lissandra,Xayah,Rakan,TOP,,"['Illaoi', 'Kaisa', 'Karma']",,,,,,,FALSE
1,Khazix,Kennen,Zoe,Zeri,Milio,Evelynn,AurelionSol,Lissandra,Xayah,Rakan,JUNGLE,DIAMOND,"['Twitch', 'Kalista', 'Lucian']",17,16,0.515151515,FALSE,FALSE,FALSE,FALSE
2,Zoe,Kennen,Khazix,Zeri,Milio,Evelynn,AurelionSol,Lissandra,Xayah,Rakan,MIDDLE,,[],,,,,,,FALSE
3,Zeri,Kennen,Khazix,Zoe,Milio,Evelynn,AurelionSol,Lissandra,Xayah,Rakan,BOTTOM,,"['Yuumi', 'Janna', 'Nami']",,,,,,,FALSE
4,Milio,Kennen,Khazix,Zoe,Zeri,Evelynn,AurelionSol,Lissandra,Xayah,Rakan,UTILITY,,"['Sona', 'Lulu', 'Nami']",,,,,,,FALSE
0,Sion,Nocturne,Vladimir,KogMaw,Thresh,Fiora,Rumble,Sylas,Sivir,Karma,TOP,DIAMOND,"['Warwick', 'Nunu', 'Zac']",35,42,0.454545455,FALSE,FALSE,FALSE,TRUE
1,Nocturne,Sion,Vladimir,KogMaw,Thresh,Fiora,Rumble,Sylas,Sivir,Karma,JUNGLE,PLATINUM,"['Vi', 'Trundle', 'Shyvana']",39,35,0.527027027,FALSE,FALSE,FALSE,TRUE
2,Vladimir,Sion,Nocturne,KogMaw,Thresh,Fiora,Rumble,Sylas,Sivir,Karma,MIDDLE,GOLD,"['Renekton', 'Darius', 'Zed']",25,15,0.625,FALSE,FALSE,FALSE,TRUE
3,KogMaw,Sion,Nocturne,Vladimir,Thresh,Fiora,Rumble,Sylas,Sivir,Karma,BOTTOM,GOLD,"['KogMaw', 'Aphelios', 'TahmKench']",86,80,0.518072289,FALSE,FALSE,FALSE,TRUE
4,Thresh,Sion,Nocturne,Vladimir,KogMaw,Fiora,Rumble,Sylas,Sivir,Karma,UTILITY,,"['Zed', 'Yasuo', 'LeeSin']",,,,,,,TRUE
0,Riven,LeeSin,Katarina,Xayah,Lux,Fiora,Zed,Fizz,Nilah,Rakan,TOP,,"['Riven', 'Zed', 'Yasuo']",,,,,,,TRUE
1,LeeSin,Riven,Katarina,Xayah,Lux,Fiora,Zed,Fizz,Nilah,Rakan,JUNGLE,GOLD,"['Sett', 'Garen', 'Volibear']",16,20,0.444444444,FALSE,FALSE,FALSE,TRUE
2,Katarina,Riven,LeeSin,Xayah,Lux,Fiora,Zed,Fizz,Nilah,Rakan,MIDDLE,,"['Katarina', 'Morgana', 'Orianna']",,,,,,,TRUE
3,Xayah,Riven,LeeSin,Katarina,Lux,Fiora,Zed,Fizz,Nilah,Rakan,BOTTOM,SILVER,"['Blitzcrank', 'Vladimir', 'Annie']",8,2,0.8,FALSE,TRUE,FALSE,TRUE
