,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
1,Janna,Aatrox,Karma,Aphelios,Syndra,Warwick,Morgana,Darius,AurelionSol,Irelia,,SILVER,"['Heimerdinger', 'Zyra', 'Karma']",4,8,0.333333333,FALSE,FALSE,FALSE,TRUE
2,Karma,Aatrox,Janna,Aphelios,Syndra,Warwick,Morgana,Darius,AurelionSol,Irelia,,,"['Amumu', 'Nautilus', 'Leona']",,,,,,,TRUE
3,Aphelios,Aatrox,Janna,Karma,Syndra,Warwick,Morgana,Darius,AurelionSol,Irelia,,,"['Akali', 'Ahri', 'Veigar']",,,,,,,TRUE
4,Syndra,Aatrox,Janna,Karma,Aphelios,Warwick,Morgana,Darius,AurelionSol,Irelia,,,"['XinZhao', 'MissFortune', 'Jayce']",,,,,,,TRUE
0,Kayle,Brand,Seraphine,Caitlyn,Annie,Volibear,Syndra,Malphite,Swain,MissFortune,,BRONZE,"['Varus', 'Draven', 'MissFortune']",22,8,0.733333333,FALSE,FALSE,FALSE,FALSE
1,Brand,Kayle,Seraphine,Caitlyn,Annie,Volibear,Syndra,Malphite,Swain,MissFortune,,,"['Nunu', 'Shen', 'Nautilus']",,,,,,,FALSE
2,Seraphine,Kayle,Brand,Caitlyn,Annie,Volibear,Syndra,Malphite,Swain,MissFortune,,,"['Morgana', 'Lux', 'Janna']",,,,,,,FALSE
3,Caitlyn,Kayle,Brand,Seraphine,Annie,Volibear,Syndra,Malphite,Swain,MissFortune,,,"['Sett', 'Zoe', 'Warwick']",,,,,,,FALSE
4,Annie,Kayle,Brand,Seraphine,Caitlyn,Volibear,Syndra,Malphite,Swain,MissFortune,,SILVER,"['Ashe', 'Shyvana', 'Lillia']",31,42,0.424657534,FALSE,FALSE,FALSE,FALSE
0,Jhin,Thresh,Nunu,Malphite,Aphelios,Nami,Draven,Garen,Ziggs,Lux,,,"['Lucian', 'Fizz', 'Quinn']",,,,,,,TRUE
1,Thresh,Jhin,Nunu,Malphite,Aphelios,Nami,Draven,Garen,Ziggs,Lux,,,"['Nautilus', 'Braum', 'DrMundo']",,,,,,,TRUE
2,Nunu,Jhin,Thresh,Malphite,Aphelios,Nami,Draven,Garen,Ziggs,Lux,,,"['MissFortune', 'Karma', 'Caitlyn']",,,,,,,TRUE
3,Malphite,Jhin,Thresh,Nunu,Aphelios,Nami,Draven,Garen,Ziggs,Lux,,SILVER,"['Yuumi', 'Nautilus', 'Swain']",3,2,0.6,FALSE,FALSE,FALSE,TRUE
4,Aphelios,Jhin,Thresh,Nunu,Malphite,Nami,Draven,Garen,Ziggs,Lux,,,"['Akshan', 'Irelia', 'Ahri']",,,,,,,TRUE
0,Malphite,Soraka,Brand,Teemo,Mordekaiser,Vayne,Leblanc,Sylas,Heimerdinger,Yone,,MASTER,"['Graves', 'Diana', 'Kindred']",129,109,0.542016807,TRUE,FALSE,FALSE,FALSE
1,Soraka,Malphite,Brand,Teemo,Mordekaiser,Vayne,Leblanc,Sylas,Heimerdinger,Yone,,SILVER,"['Heimerdinger', 'Zyra', 'Karma']",4,8,0.333333333,FALSE,FALSE,FALSE,FALSE
2,Brand,Malphite,Soraka,Teemo,Mordekaiser,Vayne,Leblanc,Sylas,Heimerdinger,Yone,,SILVER,"['Lux', 'Orianna', 'Vladimir']",9,10,0.473684211,FALSE,FALSE,FALSE,FALSE
3,Teemo,Malphite,Soraka,Brand,Mordekaiser,Vayne,Leblanc,Sylas,Heimerdinger,Yone,,SILVER,"['Warwick', 'Sett', 'Amumu']",8,11,0.421052632,FALSE,TRUE,FALSE,FALSE
4,Mordekaiser,Malphite,Soraka,Brand,Teemo,Vayne,Leblanc,Sylas,Heimerdinger,Yone,,BRONZE,"['Jhin', 'Vi', 'MissFortune']",4,14,0.222222222,FALSE,FALSE,FALSE,FALSE
0,Nasus,Xerath,Morgana,Akshan,Qiyana,Cassiopeia,Velkoz,Taric,Xayah,Soraka,,MASTER,"['Graves', 'Diana', 'Kindred']",129,109,0.542016807,TRUE,FALSE,FALSE,FALSE
1,Xerath,Nasus,Morgana,Akshan,Qiyana,Cassiopeia,Velkoz,Taric,Xayah,Soraka,,SILVER,"['Heimerdinger', 'Zyra', 'Karma']",4,8,0.333333333,FALSE,FALSE,FALSE,FALSE
2,Morgana,Nasus,Xerath,Akshan,Qiyana,Cassiopeia,Velkoz,Taric,Xayah,Soraka,,,"['Lux', 'Ahri', 'Ashe']",,,,,,,FALSE
3,Akshan,Nasus,Xerath,Morgana,Qiyana,Cassiopeia,Velkoz,Taric,Xayah,Soraka,,,"['Caitlyn', 'LeeSin', 'Ezreal']",,,,,,,FALSE
4,Qiyana,Nasus,Xerath,Morgana,Akshan,Cassiopeia,Velkoz,Taric,Xayah,Soraka,,,"['Viktor', 'Varus', 'Tristana']",,,,,,,FALSE
0,Zed,MasterYi,Gwen,Syndra,Bard,Neeko,Fizz,Velkoz,Ahri,MonkeyKing,,,"['Thresh', 'Blitzcrank', 'Riven']",,,,,,,FALSE
1,MasterYi,Zed,Gwen,Syndra,Bard,Neeko,Fizz,Velkoz,Ahri,MonkeyKing,,,"['Blitzcrank', 'Leona', 'Nautilus']",,,,,,,FALSE
2,Gwen,Zed,MasterYi,Syndra,Bard,Neeko,Fizz,Velkoz,Ahri,MonkeyKing,,,"['Ekko', 'Zed', 'Akali']",,,,,,,FALSE
3,Syndra,Zed,MasterYi,Gwen,Bard,Neeko,Fizz,Velkoz,Ahri,MonkeyKing,,BRONZE,"['Morgana', 'Leona', 'Tryndamere']",8,15,0.347826087,FALSE,TRUE,FALSE,FALSE
4,Bard,Zed,MasterYi,Gwen,Syndra,Neeko,Fizz,Velkoz,Ahri,MonkeyKing,,BRONZE,"['LeeSin', 'MissFortune', 'Sona']",30,45,0.4,FALSE,FALSE,TRUE,FALSE
0,Renata,Mordekaiser,Anivia,Vladimir,Teemo,Zac,Janna,Kassadin,MissFortune,Rell,,,"['Janna', 'Lux', 'Annie']",,,,,,,FALSE
1,Mordekaiser,Renata,Anivia,Vladimir,Teemo,Zac,Janna,Kassadin,MissFortune,Rell,,GOLD,"['Aatrox', 'Kayle', 'Varus']",91,83,0.522988506,FALSE,FALSE,FALSE,FALSE
2,Anivia,Renata,Mordekaiser,Vladimir,Teemo,Zac,Janna,Kassadin,MissFortune,Rell,,,"['Ziggs', 'Teemo', 'Yorick']",,,,,,,FALSE
3,Vladimir,Renata,Mordekaiser,Anivia,Teemo,Zac,Janna,Kassadin,MissFortune,Rell,,,"['Katarina', 'Viego', 'Pyke']",,,,,,,FALSE
4,Teemo,Renata,Mordekaiser,Anivia,Vladimir,Zac,Janna,Kassadin,MissFortune,Rell,,,"['Quinn', 'Morgana', 'Lux']",,,,,,,FALSE
0,Volibear,Caitlyn,Sivir,Janna,Twitch,Diana,Jinx,Pyke,Garen,Sion,,,"['Yone', 'Yasuo', 'Akali']",,,,,,,FALSE
1,Caitlyn,Volibear,Sivir,Janna,Twitch,Diana,Jinx,Pyke,Garen,Sion,,,"['Velkoz', 'Mordekaiser', 'Veigar']",,,,,,,FALSE
2,Sivir,Volibear,Caitlyn,Janna,Twitch,Diana,Jinx,Pyke,Garen,Sion,,,"['Teemo', 'Lux', 'Veigar']",,,,,,,FALSE
3,Janna,Volibear,Caitlyn,Sivir,Twitch,Diana,Jinx,Pyke,Garen,Sion,,,"['Neeko', 'Lux', 'Caitlyn']",,,,,,,FALSE
4,Twitch,Volibear,Caitlyn,Sivir,Janna,Diana,Jinx,Pyke,Garen,Sion,,,"['Vayne', 'MasterYi', 'Thresh']",,,,,,,FALSE
0,Vayne,Anivia,Caitlyn,Karma,Malzahar,Draven,JarvanIV,Riven,Katarina,Blitzcrank,,,"['Yuumi', 'Veigar', 'Tryndamere']",,,,,,,FALSE
1,Anivia,Vayne,Caitlyn,Karma,Malzahar,Draven,JarvanIV,Riven,Katarina,Blitzcrank,,,"['Bard', 'Velkoz', 'Jhin']",,,,,,,FALSE
2,Caitlyn,Vayne,Anivia,Karma,Malzahar,Draven,JarvanIV,Riven,Katarina,Blitzcrank,,SILVER,"['Vi', 'Lux', 'Ahri']",15,13,0.535714286,FALSE,FALSE,FALSE,FALSE
3,Karma,Vayne,Anivia,Caitlyn,Malzahar,Draven,JarvanIV,Riven,Katarina,Blitzcrank,,MASTER,"['Graves', 'Diana', 'Kindred']",129,109,0.542016807,TRUE,FALSE,FALSE,FALSE
4,Malzahar,Vayne,Anivia,Caitlyn,Karma,Draven,JarvanIV,Riven,Katarina,Blitzcrank,,,"['Yorick', 'Senna', 'Lux']",,,,,,,FALSE
0,Lux,Nilah,Zilean,Quinn,Ziggs,Zoe,Corki,Draven,Varus,Ezreal,,BRONZE,"['Pantheon', 'Katarina', 'Pyke']",30,29,0.508474576,FALSE,FALSE,FALSE,TRUE
1,Nilah,Lux,Zilean,Quinn,Ziggs,Zoe,Corki,Draven,Varus,Ezreal,,GOLD,"['Tristana', 'Jhin', 'Caitlyn']",163,141,0.536184211,FALSE,FALSE,FALSE,TRUE
2,Zilean,Lux,Nilah,Quinn,Ziggs,Zoe,Corki,Draven,Varus,Ezreal,,GOLD,"['Soraka', 'Nami', 'Lux']",36,41,0.467532468,FALSE,FALSE,FALSE,TRUE
3,Quinn,Lux,Nilah,Zilean,Ziggs,Zoe,Corki,Draven,Varus,Ezreal,,,"['Malphite', 'Blitzcrank', 'Vi']",,,,,,,TRUE
4,Ziggs,Lux,Nilah,Zilean,Quinn,Zoe,Corki,Draven,Varus,Ezreal,,,"['Alistar', 'Morgana', 'Thresh']",,,,,,,TRUE
0,Gragas,Yasuo,Renekton,Sivir,Rakan,Nilah,Gwen,Taric,Qiyana,LeeSin,JUNGLE,MASTER,"['Graves', 'Diana', 'Kindred']",129,109,0.542016807,TRUE,FALSE,FALSE,FALSE
1,Yasuo,Gragas,Renekton,Sivir,Rakan,Nilah,Gwen,Taric,Qiyana,LeeSin,MIDDLE,,"['RekSai', 'Twitch', 'Caitlyn']",,,,,,,FALSE
2,Renekton,Gragas,Yasuo,Sivir,Rakan,Nilah,Gwen,Taric,Qiyana,LeeSin,TOP,MASTER,"['Akali', 'Lux', 'Irelia']",43,45,0.488636364,FALSE,FALSE,FALSE,FALSE
3,Sivir,Gragas,Yasuo,Renekton,Rakan,Nilah,Gwen,Taric,Qiyana,LeeSin,BOTTOM,,"['Graves', 'Aatrox', 'Lillia']",,,,,,,FALSE
4,Rakan,Gragas,Yasuo,Renekton,Sivir,Nilah,Gwen,Taric,Qiyana,LeeSin,UTILITY,GRANDMASTER,"['Nautilus', 'Lulu', 'Thresh']",113,93,0.548543689,TRUE,FALSE,FALSE,FALSE
0,Leblanc,AurelionSol,Ezreal,Jinx,Nautilus,Karthus,Fiddlesticks,Zed,Cassiopeia,Veigar,,,"['Kayn', 'Katarina', 'Malzahar']",,,,,,,FALSE
1,AurelionSol,Leblanc,Ezreal,Jinx,Nautilus,Karthus,Fiddlesticks,Zed,Cassiopeia,Veigar,,,"['Riven', 'Vladimir', 'MasterYi']",,,,,,,FALSE
2,Ezreal,Leblanc,AurelionSol,Jinx,Nautilus,Karthus,Fiddlesticks,Zed,Cassiopeia,Veigar,,SILVER,"['Zyra', 'MissFortune', 'Kassadin']",10,11,0.476190476,FALSE,FALSE,FALSE,FALSE
3,Jinx,Leblanc,AurelionSol,Ezreal,Nautilus,Karthus,Fiddlesticks,Zed,Cassiopeia,Veigar,,,"['Jhin', 'Veigar', 'Xayah']",,,,,,,FALSE
4,Nautilus,Leblanc,AurelionSol,Ezreal,Jinx,Karthus,Fiddlesticks,Zed,Cassiopeia,Veigar,,,"['XinZhao', 'Anivia', 'Leona']",,,,,,,FALSE
0,Milio,Twitch,Nasus,Yuumi,Rengar,Samira,TahmKench,Gangplank,Tristana,Quinn,,,"['Alistar', 'Thresh', 'LeeSin']",,,,,,,TRUE
1,Twitch,Milio,Nasus,Yuumi,Rengar,Samira,TahmKench,Gangplank,Tristana,Quinn,,SILVER,"['Ezreal', 'Draven', 'Vayne']",13,13,0.5,FALSE,FALSE,FALSE,TRUE
2,Nasus,Milio,Twitch,Yuumi,Rengar,Samira,TahmKench,Gangplank,Tristana,Quinn,,,"['Akali', 'Lulu', 'Diana']",,,,,,,TRUE
3,Yuumi,Milio,Twitch,Nasus,Rengar,Samira,TahmKench,Gangplank,Tristana,Quinn,,PLATINUM,"['Rengar', 'Zed', 'Yasuo']",6,4,0.6,FALSE,FALSE,FALSE,TRUE
4,Rengar,Milio,Twitch,Nasus,Yuumi,Samira,TahmKench,Gangplank,Tristana,Quinn,,,"['MasterYi', 'Zed', 'Rengar']",,,,,,,TRUE
0,Mordekaiser,Kindred,Ahri,Xayah,Karma,Kayle,Ekko,Garen,Zeri,Alistar,TOP,GOLD,"['Rengar', 'JarvanIV', 'Talon']",12,2,0.857142857,FALSE,FALSE,TRUE,FALSE
1,Kindred,Mordekaiser,Ahri,Xayah,Karma,Kayle,Ekko,Garen,Zeri,Alistar,JUNGLE,MASTER,"['Kindred', 'Chogath', 'Lillia']",66,48,0.578947368,FALSE,TRUE,FALSE,FALSE
2,Ahri,Mordekaiser,Kindred,Xayah,Karma,Kayle,Ekko,Garen,Zeri,Alistar,MIDDLE,GRANDMASTER,"['Zed', 'Akali', 'Lissandra']",321,285,0.52970297,FALSE,TRUE,TRUE,FALSE
3,Xayah,Mordekaiser,Kindred,Ahri,Karma,Kayle,Ekko,Garen,Zeri,Alistar,BOTTOM,MASTER,"['Kaisa', 'Tristana', 'Ezreal']",574,548,0.511586453,FALSE,TRUE,TRUE,FALSE
4,Karma,Mordekaiser,Kindred,Ahri,Xayah,Kayle,Ekko,Garen,Zeri,Alistar,UTILITY,MASTER,"['Janna', 'Sona', 'Karma']",215,203,0.514354067,FALSE,FALSE,FALSE,FALSE
0,Veigar,Thresh,KogMaw,Poppy,Kaisa,Sivir,Zoe,Maokai,Udyr,Darius,,,"['Akali', 'Bard', 'Rakan']",,,,,,,TRUE
1,Thresh,Veigar,KogMaw,Poppy,Kaisa,Sivir,Zoe,Maokai,Udyr,Darius,,BRONZE,"['Thresh', 'Jinx', 'Zoe']",9,8,0.529411765,FALSE,FALSE,FALSE,TRUE
2,KogMaw,Veigar,Thresh,Poppy,Kaisa,Sivir,Zoe,Maokai,Udyr,Darius,,,"['Zyra', 'Lulu', 'Sona']",,,,,,,TRUE
3,Poppy,Veigar,Thresh,KogMaw,Kaisa,Sivir,Zoe,Maokai,Udyr,Darius,,,"['Amumu', 'Warwick', 'Nasus']",,,,,,,TRUE
4,Kaisa,Veigar,Thresh,KogMaw,Poppy,Sivir,Zoe,Maokai,Udyr,Darius,,,"['Vayne', 'Lucian', 'Kaisa']",,,,,,,TRUE
0,Akali,Gwen,Nami,Kindred,Gangplank,Quinn,Ashe,Malphite,DrMundo,Pyke,,MASTER,"['Yuumi', 'Soraka', 'Lux']",45,40,0.529411765,FALSE,FALSE,TRUE,FALSE
1,Gwen,Akali,Nami,Kindred,Gangplank,Quinn,Ashe,Malphite,DrMundo,Pyke,,SILVER,"['MonkeyKing', 'XinZhao', 'Garen']",61,75,0.448529412,FALSE,FALSE,FALSE,FALSE
2,Nami,Akali,Gwen,Kindred,Gangplank,Quinn,Ashe,Malphite,DrMundo,Pyke,,DIAMOND,"['Nami', 'Sona', 'Lulu']",25,24,0.510204082,FALSE,FALSE,TRUE,FALSE
3,Kindred,Akali,Gwen,Nami,Gangplank,Quinn,Ashe,Malphite,DrMundo,Pyke,,PLATINUM,"['Soraka', 'Lulu', 'Nami']",42,50,0.456521739,FALSE,TRUE,FALSE,FALSE
4,Gangplank,Akali,Gwen,Nami,Kindred,Quinn,Ashe,Malphite,DrMundo,Pyke,,MASTER,"['Graves', 'Sylas', 'Viego']",366,358,0.505524862,TRUE,FALSE,TRUE,FALSE
0,Pantheon,JarvanIV,Lux,Jinx,Rakan,Mordekaiser,Gragas,Akshan,Seraphine,Senna,TOP,MASTER,"['Darius', 'Kled', 'Pantheon']",83,67,0.553333333,FALSE,FALSE,TRUE,TRUE
1,JarvanIV,Pantheon,Lux,Jinx,Rakan,Mordekaiser,Gragas,Akshan,Seraphine,Senna,JUNGLE,MASTER,"['Graves', 'Sylas', 'Viego']",366,358,0.505524862,TRUE,FALSE,TRUE,TRUE
2,Lux,Pantheon,JarvanIV,Jinx,Rakan,Mordekaiser,Gragas,Akshan,Seraphine,Senna,MIDDLE,MASTER,"['Jinx', 'Vayne', 'Seraphine']",114,99,0.535211268,FALSE,FALSE,FALSE,TRUE
3,Jinx,Pantheon,JarvanIV,Lux,Rakan,Mordekaiser,Gragas,Akshan,Seraphine,Senna,BOTTOM,MASTER,"['Ezreal', 'Kaisa', 'Vayne']",409,397,0.507444169,FALSE,FALSE,FALSE,TRUE
4,Rakan,Pantheon,JarvanIV,Lux,Jinx,Mordekaiser,Gragas,Akshan,Seraphine,Senna,UTILITY,MASTER,"['LeeSin', 'Thresh', 'Yasuo']",12,1,0.923076923,FALSE,TRUE,TRUE,TRUE
0,Warwick,Rammus,Talon,Draven,Nautilus,Chogath,Karthus,Graves,Aphelios,Thresh,TOP,MASTER,"['Warwick', 'Zac', 'Sejuani']",128,113,0.531120332,FALSE,TRUE,FALSE,FALSE
1,Rammus,Warwick,Talon,Draven,Nautilus,Chogath,Karthus,Graves,Aphelios,Thresh,JUNGLE,DIAMOND,"['Rammus', 'Ezreal', 'Nidalee']",5,8,0.384615385,FALSE,TRUE,FALSE,FALSE
2,Talon,Warwick,Rammus,Draven,Nautilus,Chogath,Karthus,Graves,Aphelios,Thresh,MIDDLE,DIAMOND,"['Rengar', 'Diana', 'Kindred']",55,36,0.604395604,FALSE,FALSE,FALSE,FALSE
3,Draven,Warwick,Rammus,Talon,Nautilus,Chogath,Karthus,Graves,Aphelios,Thresh,BOTTOM,MASTER,"['Draven', 'Yuumi', 'Jinx']",141,123,0.534090909,TRUE,FALSE,FALSE,FALSE
4,Nautilus,Warwick,Rammus,Talon,Draven,Chogath,Karthus,Graves,Aphelios,Thresh,UTILITY,MASTER,"['TwistedFate', 'Nautilus', 'Vi']",86,61,0.585034014,FALSE,FALSE,FALSE,FALSE
0,Akshan,Belveth,Syndra,Xayah,Rakan,MonkeyKing,Karthus,Akali,Varus,Janna,TOP,MASTER,"['Akshan', 'Draven', 'TwistedFate']",42,15,0.736842105,FALSE,TRUE,FALSE,FALSE
