id,difficulty,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,Best_Partner_encoded,Counters_encoded,Countered_by_encoded,id_encoded
Cassiopeia,1.0,0.7692307692307693,0.5000000000000001,0.035,0.6896551724137931,0.10000000000000003,0.03333333333333327,0.8545454545454546,0.588235294117647,0.13793103448275862,0.8095238095238095,0.4,0.11764705882352938,0.16,0.8,0.40625,0.6,0.25,0.4586666666666668,89,141,74,19
Chogath,0.49999999999999994,0.8181818181818182,0.30000000000000004,0.027000000000000003,0.6896551724137931,0.6666666666666666,0.7,0.8545454545454546,0.588235294117647,0.6551724137931033,0.0,0.8666666666666667,0.5294117647058822,0.14400000000000002,0.45,0.90625,0.8400000000000001,0.24,0.4000000000000001,75,34,22,20
Corki,0.6,0.6223776223776224,0.5200000000000001,0.035,0.6206896551724139,0.0,0.3666666666666666,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.4,0.17647058823529416,0.14800000000000002,0.55,0.46875,0.5599999999999999,0.3833333333333333,0.43466666666666676,107,23,126,21
Darius,0.19999999999999996,0.8461538461538463,0.7000000000000002,0.026300000000000004,0.6666666666666667,0.5,0.7333333333333332,0.9454545454545455,0.588235294117647,0.6551724137931033,0.09523809523809529,1.0,0.6470588235294117,0.132,0.35,0.75,1.0,0.16666666666666666,0.4000000000000001,119,132,92,22
Diana,0.3999999999999999,0.8041958041958043,0.6000000000000001,0.037500000000000006,0.2873563218390805,0.6666666666666666,0.46666666666666656,0.7818181818181819,0.588235294117647,0.6551724137931033,0.04761904761904767,0.5333333333333334,0.5294117647058822,0.16,0.8,0.53125,0.6,0.375,0.4000000000000001,5,1,5,23
Draven,0.7999999999999999,0.9265734265734267,0.5000000000000001,0.0361,0.4482758620689656,0.16666666666666669,0.3999999999999999,0.8181818181818182,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.16666666666666674,0.35294117647058815,0.16100000000000003,0.65,0.6875,0.7200000000000001,0.45000000000000007,0.5440000000000002,27,116,42,24
DrMundo,0.49999999999999994,0.7097902097902099,0.4800000000000001,0.0,0.0,0.6666666666666666,0.4999999999999999,0.6727272727272728,0.4117647058823529,0.8275862068965516,0.0,0.5333333333333334,0.17647058823529416,0.0,0.0,0.65625,0.5,0.55,0.5200000000000001,85,52,107,25
Ekko,0.7999999999999999,0.8566433566433568,0.4000000000000001,0.028000000000000004,0.8045977011494254,0.5,0.4999999999999999,0.7636363636363637,0.588235294117647,0.6551724137931033,0.0,0.8666666666666667,0.588235294117647,0.14,0.8,0.5625,0.6,0.55,0.568,6,99,122,26
Elise,0.8999999999999999,0.8391608391608393,0.6000000000000001,0.032400000000000005,0.574712643678161,0.16666666666666669,0.43333333333333324,0.9454545454545455,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.4,0.23529411764705876,0.12,0.8,0.46875,0.6,0.2916666666666667,0.4000000000000001,86,143,75,27
Evelynn,1.0,0.8111888111888113,0.38000000000000006,0.0315,0.48275862068965525,0.3333333333333333,0.6666666666666665,0.8545454545454546,0.588235294117647,0.6551724137931033,0.0,0.8,0.4117647058823529,0.16219999999999998,0.6,0.65625,0.6,0.35000000000000003,0.5120000000000001,109,40,30,28
Ezreal,0.7,0.6643356643356644,0.4600000000000001,0.037500000000000006,0.8045977011494254,0.0,0.23333333333333328,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.20000000000000007,0.29411764705882354,0.17,1.0,0.625,0.5,0.4166666666666667,0.4000000000000001,127,158,130,29
Fiddlesticks,0.8999999999999999,0.8391608391608393,0.5400000000000001,0.05,0.32183908045977017,0.3333333333333333,0.5666666666666667,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.6761904761904762,0.4,0.23529411764705876,0.16,0.8,0.46875,0.53,0.3516666666666667,0.4000000000000001,89,38,135,30
Fiora,0.29999999999999993,0.7342657342657344,0.4000000000000001,0.030000000000000002,0.6896551724137931,0.6666666666666666,0.5333333333333332,0.8545454545454546,0.588235294117647,0.6551724137931033,0.04761904761904767,0.8,0.17647058823529416,0.16,0.7,0.875,0.66,0.5333333333333334,0.5733333333333333,3,2,57,31
Fizz,0.6,0.8041958041958043,0.5400000000000001,0.031700000000000006,0.5977011494252874,0.3333333333333333,0.16666666666666663,0.8363636363636363,0.588235294117647,0.6551724137931033,0.09523809523809529,0.7333333333333334,0.35294117647058815,0.12,0.8,0.5625,0.6,0.5166666666666667,0.48800000000000016,97,1,106,32
Galio,0.49999999999999994,0.7762237762237763,0.9400000000000002,0.05,0.4597701149425288,0.3333333333333333,0.23333333333333328,0.8545454545454546,0.588235294117647,0.6551724137931033,0.04761904761904767,0.7333333333333334,0.47058823529411764,0.19,0.7,0.59375,0.7000000000000001,0.25,0.4000000000000001,76,106,55,33
Gangplank,0.8999999999999999,0.6643356643356644,0.7000000000000002,0.028000000000000004,0.6896551724137931,0.6666666666666666,0.46666666666666656,0.7636363636363637,0.588235294117647,0.6551724137931033,0.0,0.46666666666666673,0.23529411764705876,0.15000000000000002,0.7,0.75,0.7400000000000001,0.5333333333333334,0.48800000000000016,116,128,89,34
Garen,0.49999999999999994,0.9790209790209792,0.38000000000000006,0.0,0.0,0.5,0.6333333333333332,0.7636363636363637,0.588235294117647,0.3103448275862069,0.09523809523809529,0.7333333333333334,0.11764705882352938,0.0,0.0,0.8125,0.9,0.6083333333333333,0.4000000000000001,74,102,57,35
Gnar,0.7999999999999999,0.4545454545454546,0.0,0.010000000000000002,0.0,0.3333333333333333,0.4999999999999999,0.6727272727272728,0.4705882352941176,0.13793103448275862,0.09523809523809529,0.2666666666666667,1.0,0.0,0.0,0.53125,0.6,1.0,0.4000000000000001,134,91,89,36
Gragas,0.49999999999999994,0.9090909090909092,0.6000000000000001,0.04,0.5402298850574714,0.16666666666666669,0.7,0.8727272727272727,0.588235294117647,0.6551724137931033,0.0,0.4,0.11764705882352938,0.12,0.8,0.75,0.7000000000000001,0.3416666666666667,0.5333333333333335,75,143,64,37
Graves,0.29999999999999993,0.7517482517482518,0.5400000000000001,0.0325,0.4597701149425288,0.5,0.5333333333333332,0.8363636363636363,0.588235294117647,0.6551724137931033,0.5714285714285715,0.7333333333333334,0.35294117647058815,0.16,0.7,0.875,0.8,0.43333333333333335,0.0,125,46,30,38
Gwen,0.49999999999999994,0.7342657342657344,0.6000000000000001,0.033,0.4597701149425288,0.5,0.7333333333333332,0.9454545454545455,0.588235294117647,0.6551724137931033,0.04761904761904767,0.8,0.588235294117647,0.15000000000000002,0.7,0.71875,0.6,0.375,0.5733333333333333,3,113,31,39
Hecarim,0.6,0.7517482517482518,0.4000000000000001,0.027700000000000002,0.6896551724137931,0.6666666666666666,0.4999999999999999,0.990909090909091,0.588235294117647,0.6551724137931033,0.09523809523809529,0.6000000000000001,0.4117647058823529,0.13,0.6,0.8125,0.64,0.4166666666666667,0.5200000000000001,120,58,75,40
Heimerdinger,0.7999999999999999,0.5174825174825175,0.44000000000000006,0.0385,0.2298850574712644,0.5,0.06666666666666665,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.6000000000000001,0.17647058823529416,0.16,0.8,0.5,0.54,0.22666666666666668,0.4000000000000001,73,83,109,41
Illaoi,0.3999999999999999,0.8601398601398602,0.6000000000000001,0.030000000000000002,0.574712643678161,0.8333333333333333,0.5999999999999999,0.9090909090909091,0.588235294117647,0.6551724137931033,0.0,0.9333333333333333,0.47058823529411764,0.15000000000000002,0.75,0.875,1.0,0.4166666666666667,0.4000000000000001,133,102,128,42
Irelia,0.49999999999999994,0.6293706293706294,0.9000000000000001,0.035,0.574712643678161,0.3333333333333333,0.6333333333333332,0.8545454545454546,0.4705882352941176,0.6551724137931033,0.1428571428571429,0.8,0.5294117647058822,0.16,0.8,0.78125,0.8,0.4166666666666667,0.4826666666666668,44,153,113,43
Ivern,0.7,0.8566433566433568,0.4000000000000001,0.045000000000000005,0.6896551724137931,0.16666666666666669,0.33333333333333326,0.8545454545454546,0.588235294117647,0.6551724137931033,0.6666666666666667,0.6000000000000001,0.5294117647058822,0.12,0.75,0.3125,0.6,0.5666666666666667,0.45066666666666677,49,27,27,44
Janna,0.7,0.5594405594405595,0.10000000000000003,0.035,0.7356321839080461,0.0,0.3666666666666666,0.9090909090909091,0.4705882352941176,0.13793103448275862,0.7142857142857144,0.4,0.17647058823529416,0.23,0.4,0.375,0.6,0.5,0.4000000000000001,68,154,109,45
JarvanIV,0.49999999999999994,0.8041958041958043,0.5000000000000001,0.030000000000000002,0.632183908045977,0.5,0.6333333333333332,0.8727272727272727,0.588235294117647,0.6551724137931033,0.09523809523809529,0.7333333333333334,0.35294117647058815,0.13,0.45,0.75,0.68,0.4166666666666667,0.48800000000000016,120,61,76,46
Jax,0.49999999999999994,0.9615384615384617,0.4000000000000001,0.0339,0.5977011494252874,0.8333333333333333,0.6333333333333332,0.7636363636363637,0.588235294117647,0.6551724137931033,0.0,0.8,0.17647058823529416,0.152,0.7,0.875,0.8500000000000001,0.5666666666666667,0.43466666666666676,5,147,116,47
Jayce,0.7,0.6293706293706294,0.6000000000000001,0.037500000000000006,0.5172413793103449,0.3333333333333333,0.16666666666666663,0.9090909090909091,0.4705882352941176,0.13793103448275862,0.0,0.46666666666666673,0.23529411764705876,0.12,0.8,0.53125,0.8500000000000001,0.5,0.48800000000000016,121,2,3,48
Jhin,0.6,0.8566433566433568,0.56,0.030000000000000002,0.574712643678161,0.16666666666666669,0.23333333333333328,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.16666666666666674,0.17647058823529416,0.12,0.8,0.59375,0.9400000000000001,0.0,0.4000000000000001,19,8,110,49
Jinx,0.6,0.7692307692307693,0.4200000000000001,0.026000000000000002,0.574712643678161,0.0,0.29999999999999993,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.761904761904762,0.16666666666666674,0.11764705882352938,0.134,1.0,0.59375,0.68,0.16666666666666666,0.4000000000000001,158,8,130,50
Kaisa,0.6,0.9090909090909092,0.4600000000000001,0.0345,0.4597701149425288,0.3333333333333333,0.3666666666666666,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.761904761904762,0.13333333333333336,0.17647058823529416,0.164,0.7,0.59375,0.4,0.30000000000000004,0.45066666666666677,99,37,103,51
Kalista,0.7,0.5734265734265734,0.7000000000000002,0.030000000000000002,0.5172413793103449,0.16666666666666669,0.23333333333333328,0.9454545454545455,0.4705882352941176,0.13793103448275862,0.761904761904762,0.16666666666666674,0.17647058823529416,0.126,0.4,0.8125,0.7000000000000001,0.75,0.584,62,158,54,52
Karma,0.49999999999999994,0.6783216783216783,0.6000000000000001,0.0374,0.574712643678161,0.3333333333333333,0.3666666666666666,0.9090909090909091,0.4705882352941176,0.13793103448275862,0.761904761904762,0.4,0.17647058823529416,0.26,0.5,0.34375,0.66,0.3833333333333333,0.4000000000000001,26,29,24,53
Karthus,0.7,0.7342657342657344,0.6200000000000001,0.046700000000000005,0.35632183908045983,0.3333333333333333,0.1333333333333333,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.6190476190476191,0.5333333333333334,0.17647058823529416,0.16,0.8,0.1875,0.65,0.3516666666666667,0.4000000000000001,150,154,14,54
Kassadin,0.7999999999999999,0.8251748251748252,0.8000000000000002,0.04,1.0,0.3333333333333333,0.06666666666666665,0.7272727272727273,0.4705882352941176,0.13793103448275862,0.04761904761904767,0.46666666666666673,0.11764705882352938,0.12,0.8,0.59375,0.78,0.6166666666666667,0.4400000000000001,126,17,85,55
Katarina,0.7999999999999999,0.9160839160839161,0.5800000000000001,0.0,0.0,0.3333333333333333,0.3666666666666666,0.8545454545454546,0.588235294117647,0.6551724137931033,0.0,0.6666666666666667,0.35294117647058815,0.0,0.0,0.5625,0.64,0.4566666666666667,0.48800000000000016,100,11,92,56
Kayle,0.7,0.9090909090909092,0.26,0.033,0.574712643678161,0.3333333333333333,0.29999999999999993,0.7636363636363637,0.0,0.13793103448275862,0.09523809523809529,0.33333333333333337,0.11764705882352938,0.16,0.8,0.3125,0.5,0.25,0.4000000000000001,89,10,55,57
Kayn,0.7999999999999999,0.8566433566433568,0.6000000000000001,0.041,0.574712643678161,0.5,0.7,0.8181818181818182,0.588235294117647,0.6551724137931033,0.09523809523809529,0.7333333333333334,0.4117647058823529,0.23,0.95,0.875,0.66,0.45000000000000007,0.5173333333333335,107,31,47,58
Kennen,0.3999999999999999,0.7027972027972028,0.38000000000000006,0.02,0.0,0.3333333333333333,0.3999999999999999,0.9,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.4,0.29411764705882354,1.0,0.0,0.25,0.75,0.5666666666666667,0.4000000000000001,149,66,76,59
Khazix,0.6,0.8146853146853148,0.4000000000000001,0.0327,0.4597701149425288,0.8333333333333333,0.6333333333333332,0.7636363636363637,0.588235294117647,0.6551724137931033,0.0,0.6666666666666667,0.4117647058823529,0.1518,0.5,0.71875,0.62,0.45000000000000007,0.5146666666666668,107,47,47,60
Kindred,0.3999999999999999,0.6993006993006994,0.4000000000000001,0.030000000000000002,0.4022988505747127,0.0,0.3999999999999999,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.7142857142857144,0.6000000000000001,0.17647058823529416,0.14,0.4,0.78125,0.5,0.5833333333333334,0.4000000000000001,6,46,87,61
Kled,0.7,0.0,0.10000000000000003,0.010000000000000002,0.0,0.6666666666666666,0.5999999999999999,0.9454545454545455,0.3529411764705882,0.6551724137931033,0.0,0.46666666666666673,0.4117647058823529,0.0,0.0,0.78125,0.7000000000000001,0.5833333333333334,0.4000000000000001,19,26,98,62
KogMaw,0.6,0.7867132867132868,0.4000000000000001,0.0325,0.4597701149425288,0.16666666666666669,0.23333333333333328,0.8090909090909092,0.4705882352941176,0.13793103448275862,0.7142857142857144,0.16666666666666674,0.17647058823529416,0.17500000000000002,0.7,0.65625,0.62,0.44166666666666665,0.5066666666666668,5,0,113,63
KSante,0.8999999999999999,0.6993006993006994,0.5800000000000001,0.029000000000000005,0.6896551724137931,0.16666666666666669,0.5333333333333332,0.8545454545454546,0.4705882352941176,0.6896551724137931,0.09523809523809529,0.9333333333333333,0.5294117647058822,0.14,1.0,0.75,0.7000000000000001,0.4166666666666667,0.4000000000000001,156,70,49,64
Leblanc,0.8999999999999999,0.6573426573426574,0.6400000000000001,0.04,0.632183908045977,0.5,0.16666666666666663,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.761904761904762,0.6666666666666667,0.17647058823529416,0.16,1.0,0.46875,0.7000000000000001,0.23333333333333334,0.4000000000000001,134,1,141,65
LeeSin,0.6,0.8216783216783218,0.5200000000000001,0.02,0.0,0.6666666666666666,0.6333333333333332,0.890909090909091,0.588235294117647,0.6551724137931033,0.0,0.6666666666666667,0.35294117647058815,1.0,0.0,0.875,0.7400000000000001,0.5,0.46933333333333344,86,143,5,66
Leona,0.3999999999999999,0.8251748251748252,0.44000000000000006,0.030200000000000005,0.4597701149425288,0.3333333333333333,0.9999999999999998,0.8727272727272727,0.588235294117647,0.6551724137931033,0.0,0.8,0.5294117647058822,0.12,0.8,0.625,0.6,0.48333333333333334,0.4000000000000001,3,154,97,67
Lillia,0.7999999999999999,0.6818181818181819,0.5200000000000001,0.041,0.574712643678161,0.16666666666666669,0.16666666666666663,0.9454545454545455,0.588235294117647,0.3103448275862069,0.380952380952381,0.0,0.17647058823529416,0.23,0.95,0.65625,0.62,0.45000000000000007,0.4000000000000001,113,143,103,68
Lissandra,0.6,0.7342657342657344,0.6200000000000001,0.0475,0.3448275862068966,0.0,0.16666666666666663,0.890909090909091,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.6000000000000001,0.17647058823529416,0.16,0.4,0.46875,0.54,0.22666666666666668,0.4826666666666668,119,65,19,69
Lucian,0.6,0.8076923076923077,0.4200000000000001,0.032,0.49425287356321845,0.3333333333333333,0.3666666666666666,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.7142857142857144,0.16666666666666674,0.29411764705882354,0.14,0.8,0.625,0.58,0.55,0.43466666666666676,92,117,9,70
Lulu,0.49999999999999994,0.6468531468531469,0.18000000000000005,0.035,0.632183908045977,0.16666666666666669,0.3999999999999999,0.890909090909091,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.46666666666666673,0.23529411764705876,0.22,0.6,0.21875,0.52,0.375,0.4000000000000001,37,154,119,71
Lux,0.49999999999999994,0.5244755244755245,0.4000000000000001,0.048,0.2701149425287357,0.16666666666666669,0.06666666666666665,0.9454545454545455,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.4,0.17647058823529416,0.16,0.8,0.4375,0.66,0.33333333333333337,0.5173333333333335,103,92,160,72
Malphite,0.19999999999999996,0.8181818181818182,0.5000000000000001,0.028000000000000004,0.6896551724137931,0.3333333333333333,0.6666666666666665,0.9,0.3529411764705882,0.6551724137931033,0.0,0.6000000000000001,0.17647058823529416,0.146,0.55,0.6875,0.8,0.5666666666666667,0.6960000000000001,41,104,113,73
Malzahar,0.6,0.5944055944055945,0.44000000000000006,0.037500000000000006,0.32183908045977017,0.3333333333333333,0.03333333333333327,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.7142857142857144,0.46666666666666673,0.23529411764705876,0.16,0.8,0.46875,0.6,0.25,0.4000000000000001,101,160,141,74
Maokai,0.29999999999999993,0.7867132867132868,0.6000000000000001,0.037500000000000006,0.49425287356321845,0.3333333333333333,0.7333333333333332,0.9454545454545455,0.588235294117647,0.6551724137931033,0.0,0.33333333333333337,0.4117647058823529,0.14400000000000002,0.6,0.75,0.66,0.3541666666666667,0.8666666666666669,140,114,54,75
MasterYi,0.3999999999999999,0.9055944055944056,0.4200000000000001,0.0251,0.48275862068965525,1.0,0.5333333333333332,0.7636363636363637,0.588235294117647,0.6551724137931033,0.09523809523809529,0.6666666666666667,0.29411764705882354,0.14500000000000002,0.45,0.78125,0.44000000000000006,0.33333333333333337,0.5440000000000002,5,46,30,76
MissFortune,0.09999999999999992,0.8041958041958043,0.4800000000000001,0.030000000000000002,0.4597701149425288,0.0,0.3666666666666666,0.7636363636363637,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.16666666666666674,0.29411764705882354,0.16,0.8,0.375,0.48,0.5,0.4826666666666668,75,8,134,77
MonkeyKing,0.29999999999999993,0.6993006993006994,0.4000000000000001,0.030000000000000002,0.7471264367816093,0.5,0.46666666666666656,0.8545454545454546,0.3529411764705882,0.6551724137931033,0.09523809523809529,0.13333333333333336,0.29411764705882354,0.16,0.65,0.875,0.7000000000000001,0.5,0.5733333333333333,22,64,89,78
Mordekaiser,0.3999999999999999,0.8216783216783218,0.5000000000000001,0.010000000000000002,0.0,0.3333333333333333,0.6666666666666665,0.7636363636363637,0.588235294117647,0.6551724137931033,0.09523809523809529,0.33333333333333337,0.4117647058823529,0.0,0.0,0.65625,0.8,0.16666666666666666,0.4000000000000001,19,159,101,79
Morgana,0.09999999999999992,0.7692307692307693,0.5000000000000001,0.034,0.6896551724137931,0.3333333333333333,0.2666666666666666,0.9090909090909091,0.4705882352941176,0.13793103448275862,0.6190476190476191,0.4,0.0,0.22,0.4,0.5,0.7000000000000001,0.255,0.4000000000000001,92,154,100,80
Nami,0.49999999999999994,0.5244755244755245,0.18000000000000005,0.036500000000000005,0.49425287356321845,0.3333333333333333,0.3999999999999999,0.9454545454545455,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.4,0.17647058823529416,0.23,0.4,0.34375,0.62,0.435,0.45066666666666677,75,57,0,81
Nasus,0.6,0.7727272727272728,0.5000000000000001,0.032600000000000004,0.7126436781609196,0.8333333333333333,0.5666666666666667,0.8545454545454546,0.588235294117647,0.6551724137931033,0.0,0.8666666666666667,0.588235294117647,0.14900000000000002,0.5,0.84375,0.7000000000000001,0.5800000000000001,0.43466666666666676,3,154,97,82
Nautilus,0.6,0.8251748251748252,0.4200000000000001,0.04,0.5402298850574714,0.0,0.7333333333333332,0.9,0.588235294117647,0.6551724137931033,0.09523809523809529,0.8,0.17647058823529416,0.17300000000000001,0.5,0.65625,0.66,0.16666666666666666,0.616,51,100,154,83
Neeko,0.49999999999999994,0.6993006993006994,0.5000000000000001,0.045000000000000005,0.3448275862068966,0.5,0.1333333333333333,0.9454545454545455,0.4705882352941176,0.13793103448275862,0.8095238095238095,0.6666666666666667,0.4117647058823529,0.14,0.7,0.25,0.5,0.5833333333333334,0.4000000000000001,5,54,5,84
Nidalee,0.7999999999999999,0.6993006993006994,0.6000000000000001,0.029500000000000005,0.5172413793103449,0.3333333333333333,0.3666666666666666,0.8545454545454546,0.4705882352941176,0.13793103448275862,0.761904761904762,0.46666666666666673,0.23529411764705876,0.12,0.8,0.5625,0.7000000000000001,0.5366666666666667,0.43466666666666676,155,130,148,85
Nilah,1.0,0.5594405594405595,0.44000000000000006,0.035,0.4022988505747127,0.5,0.33333333333333326,0.7636363636363637,0.588235294117647,0.6551724137931033,0.19047619047619052,0.20000000000000007,0.588235294117647,0.164,0.7,0.5625,0.4,0.5,0.592,116,60,5,86
Nocturne,0.3999999999999999,0.8566433566433568,0.6000000000000001,0.027500000000000004,0.4022988505747127,0.6666666666666666,0.7,0.8545454545454546,0.588235294117647,0.3103448275862069,0.0,0.6000000000000001,0.4117647058823529,0.14,0.45,0.6875,0.52,0.45000000000000007,0.656,19,66,68,87
