,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
3,Varus,Shen,Graves,Veigar,Nautilus,Gangplank,Diana,Qiyana,Ezreal,Karma,BOTTOM,DIAMOND,"['Varus', 'Fizz', 'Azir']",48,61,0.440366972,FALSE,FALSE,FALSE,FALSE
4,Nautilus,Shen,Graves,Veigar,Varus,Gangplank,Diana,Qiyana,Ezreal,Karma,UTILITY,DIAMOND,"['Nautilus', 'Karma', 'Pyke']",86,106,0.447916667,FALSE,FALSE,FALSE,FALSE
0,Gragas,Nocturne,Katarina,Ezreal,Nautilus,Fiora,MonkeyKing,Lissandra,Jhin,Karma,TOP,GRANDMASTER,"['Camille', 'LeeSin', 'Vladimir']",163,149,0.522435897,FALSE,TRUE,TRUE,TRUE
1,Nocturne,Gragas,Katarina,Ezreal,Nautilus,Fiora,MonkeyKing,Lissandra,Jhin,Karma,JUNGLE,BRONZE,"['Rengar', 'Diana', 'Rammus']",3,2,0.6,FALSE,FALSE,FALSE,TRUE
2,Katarina,Gragas,Nocturne,Ezreal,Nautilus,Fiora,MonkeyKing,Lissandra,Jhin,Karma,MIDDLE,MASTER,"['Katarina', 'Sylas', 'Akali']",69,61,0.530769231,FALSE,FALSE,FALSE,TRUE
3,Ezreal,Gragas,Nocturne,Katarina,Nautilus,Fiora,MonkeyKing,Lissandra,Jhin,Karma,BOTTOM,DIAMOND,"['Zilean', 'Anivia', 'Vayne']",40,54,0.425531915,FALSE,FALSE,FALSE,TRUE
4,Nautilus,Gragas,Nocturne,Katarina,Ezreal,Fiora,MonkeyKing,Lissandra,Jhin,Karma,UTILITY,MASTER,"['Velkoz', 'Leona', 'Nautilus']",171,169,0.502941176,TRUE,FALSE,FALSE,TRUE
0,Jax,Kindred,Diana,Tristana,Maokai,Camille,Shaco,Pantheon,Lucian,Brand,TOP,,[],,,,,,,FALSE
1,Kindred,Jax,Diana,Tristana,Maokai,Camille,Shaco,Pantheon,Lucian,Brand,JUNGLE,,[],,,,,,,FALSE
2,Diana,Jax,Kindred,Tristana,Maokai,Camille,Shaco,Pantheon,Lucian,Brand,MIDDLE,GOLD,"['Ekko', 'Sylas', 'Diana']",27,14,0.658536585,FALSE,FALSE,FALSE,FALSE
3,Tristana,Jax,Kindred,Diana,Maokai,Camille,Shaco,Pantheon,Lucian,Brand,BOTTOM,DIAMOND,"['Nautilus', 'Karma', 'Pyke']",86,106,0.447916667,FALSE,FALSE,FALSE,FALSE
4,Maokai,Jax,Kindred,Diana,Tristana,Camille,Shaco,Pantheon,Lucian,Brand,UTILITY,DIAMOND,"['Qiyana', 'Kindred', 'Senna']",115,129,0.471311475,FALSE,FALSE,FALSE,FALSE
0,DrMundo,Zed,Diana,Twitch,Sona,Singed,Elise,Yone,Draven,Jhin,TOP,MASTER,"['Singed', 'Yone', 'DrMundo']",137,129,0.515037594,TRUE,FALSE,FALSE,TRUE
1,Zed,DrMundo,Diana,Twitch,Sona,Singed,Elise,Yone,Draven,Jhin,JUNGLE,CHALLENGER,"['Zed', 'Velkoz', 'LeeSin']",193,171,0.53021978,FALSE,TRUE,TRUE,TRUE
2,Diana,DrMundo,Zed,Twitch,Sona,Singed,Elise,Yone,Draven,Jhin,MIDDLE,GOLD,"['Ekko', 'Sylas', 'Diana']",27,14,0.658536585,FALSE,FALSE,FALSE,TRUE
3,Twitch,DrMundo,Zed,Diana,Sona,Singed,Elise,Yone,Draven,Jhin,BOTTOM,MASTER,"['Twitch', 'Jhin', 'Kaisa']",29,27,0.517857143,FALSE,FALSE,FALSE,TRUE
4,Sona,DrMundo,Zed,Diana,Twitch,Singed,Elise,Yone,Draven,Jhin,UTILITY,DIAMOND,"['Taric', 'Leona', 'Braum']",39,40,0.493670886,FALSE,FALSE,FALSE,TRUE
0,Jax,Diana,Cassiopeia,Zeri,Jhin,Katarina,Ivern,Yone,Tristana,Senna,TOP,MASTER,"['XinZhao', 'Mordekaiser', 'Jax']",49,31,0.6125,FALSE,TRUE,TRUE,TRUE
1,Diana,Jax,Cassiopeia,Zeri,Jhin,Katarina,Ivern,Yone,Tristana,Senna,JUNGLE,GOLD,"['Kindred', 'Ezreal', 'Khazix']",14,7,0.666666667,FALSE,FALSE,FALSE,TRUE
2,Cassiopeia,Jax,Diana,Zeri,Jhin,Katarina,Ivern,Yone,Tristana,Senna,MIDDLE,MASTER,"['Zoe', 'Viktor', 'Leblanc']",92,88,0.511111111,FALSE,FALSE,FALSE,TRUE
3,Zeri,Jax,Diana,Cassiopeia,Jhin,Katarina,Ivern,Yone,Tristana,Senna,BOTTOM,DIAMOND,"['Nilah', 'Ezreal', 'Kaisa']",34,41,0.453333333,FALSE,FALSE,FALSE,TRUE
4,Jhin,Jax,Diana,Cassiopeia,Zeri,Katarina,Ivern,Yone,Tristana,Senna,UTILITY,BRONZE,"['Riven', 'Bard', 'Zed']",4,3,0.571428571,FALSE,FALSE,FALSE,TRUE
0,Fiora,Vi,TwistedFate,Tristana,Maokai,Zac,Ivern,Yone,Jhin,Braum,TOP,,[],,,,,,,TRUE
1,Vi,Fiora,TwistedFate,Tristana,Maokai,Zac,Ivern,Yone,Jhin,Braum,JUNGLE,MASTER,"['Gragas', 'Ekko', 'Graves']",160,158,0.503144654,FALSE,FALSE,FALSE,TRUE
2,TwistedFate,Fiora,Vi,Tristana,Maokai,Zac,Ivern,Yone,Jhin,Braum,MIDDLE,MASTER,"['Fizz', 'Talon', 'Viktor']",45,56,0.445544554,FALSE,TRUE,FALSE,TRUE
3,Tristana,Fiora,Vi,TwistedFate,Maokai,Zac,Ivern,Yone,Jhin,Braum,BOTTOM,DIAMOND,"['Ezreal', 'Kaisa', 'Zeri']",91,92,0.49726776,FALSE,FALSE,FALSE,TRUE
4,Maokai,Fiora,Vi,TwistedFate,Tristana,Zac,Ivern,Yone,Jhin,Braum,UTILITY,DIAMOND,"['Qiyana', 'Kindred', 'Senna']",115,129,0.471311475,FALSE,FALSE,FALSE,TRUE
0,Warwick,MonkeyKing,Zed,Zeri,Soraka,Renekton,Elise,Syndra,Tristana,Bard,TOP,MASTER,"['Warwick', 'Gangplank', 'Qiyana']",151,152,0.498349835,FALSE,FALSE,TRUE,FALSE
1,MonkeyKing,Warwick,Zed,Zeri,Soraka,Renekton,Elise,Syndra,Tristana,Bard,JUNGLE,DIAMOND,"['Nautilus', 'Karma', 'Pyke']",86,106,0.447916667,FALSE,FALSE,FALSE,FALSE
2,Zed,Warwick,MonkeyKing,Zeri,Soraka,Renekton,Elise,Syndra,Tristana,Bard,MIDDLE,DIAMOND,"['Zed', 'TwistedFate', 'Fizz']",60,64,0.483870968,FALSE,FALSE,FALSE,FALSE
3,Zeri,Warwick,MonkeyKing,Zed,Soraka,Renekton,Elise,Syndra,Tristana,Bard,BOTTOM,DIAMOND,"['Lux', 'MissFortune', 'Senna']",22,15,0.594594595,FALSE,FALSE,FALSE,FALSE
4,Soraka,Warwick,MonkeyKing,Zed,Zeri,Renekton,Elise,Syndra,Tristana,Bard,UTILITY,PLATINUM,"['Soraka', 'Janna', 'Ashe']",18,6,0.75,FALSE,FALSE,FALSE,FALSE
0,Jax,JarvanIV,Orianna,Ezreal,Ashe,Shen,LeeSin,Zoe,Varus,Nami,TOP,MASTER,"['Jax', 'MasterYi', 'Yasuo']",175,163,0.517751479,FALSE,TRUE,FALSE,FALSE
1,JarvanIV,Jax,Orianna,Ezreal,Ashe,Shen,LeeSin,Zoe,Varus,Nami,JUNGLE,DIAMOND,"['Nautilus', 'Karma', 'Pyke']",86,106,0.447916667,FALSE,FALSE,FALSE,FALSE
2,Orianna,Jax,JarvanIV,Ezreal,Ashe,Shen,LeeSin,Zoe,Varus,Nami,MIDDLE,MASTER,"['Azir', 'Vladimir', 'Viktor']",76,70,0.520547945,FALSE,FALSE,TRUE,FALSE
3,Ezreal,Jax,JarvanIV,Orianna,Ashe,Shen,LeeSin,Zoe,Varus,Nami,BOTTOM,,[],,,,,,,FALSE
4,Ashe,Jax,JarvanIV,Orianna,Ezreal,Shen,LeeSin,Zoe,Varus,Nami,UTILITY,DIAMOND,"['Nami', 'Soraka', 'Ashe']",46,28,0.621621622,FALSE,FALSE,FALSE,FALSE
0,Camille,Graves,Galio,Varus,Janna,Gragas,MonkeyKing,Syndra,Caitlyn,KogMaw,TOP,MASTER,"['Riven', 'Katarina', 'Vayne']",164,157,0.510903427,FALSE,FALSE,FALSE,FALSE
1,Graves,Camille,Galio,Varus,Janna,Gragas,MonkeyKing,Syndra,Caitlyn,KogMaw,JUNGLE,MASTER,"['Graves', 'Kindred', 'Ezreal']",30,21,0.588235294,FALSE,FALSE,FALSE,FALSE
2,Galio,Camille,Graves,Varus,Janna,Gragas,MonkeyKing,Syndra,Caitlyn,KogMaw,MIDDLE,DIAMOND,"['Galio', 'Azir', 'Mordekaiser']",25,39,0.390625,FALSE,FALSE,FALSE,FALSE
3,Varus,Camille,Graves,Galio,Janna,Gragas,MonkeyKing,Syndra,Caitlyn,KogMaw,BOTTOM,MASTER,"['Jhin', 'Pyke', 'Varus']",100,96,0.510204082,FALSE,FALSE,FALSE,FALSE
4,Janna,Camille,Graves,Galio,Varus,Gragas,MonkeyKing,Syndra,Caitlyn,KogMaw,UTILITY,DIAMOND,"['Tristana', 'Morgana', 'Alistar']",73,80,0.477124183,FALSE,FALSE,FALSE,FALSE
0,Kaisa,MonkeyKing,Viktor,Caitlyn,Karma,Fiora,Olaf,Kassadin,Aphelios,Soraka,TOP,DIAMOND,"['Rengar', 'Kaisa', 'Aatrox']",17,7,0.708333333,FALSE,FALSE,FALSE,TRUE
1,MonkeyKing,Kaisa,Viktor,Caitlyn,Karma,Fiora,Olaf,Kassadin,Aphelios,Soraka,JUNGLE,MASTER,"['Talon', 'MonkeyKing', 'Poppy']",141,106,0.570850202,TRUE,FALSE,FALSE,TRUE
2,Viktor,Kaisa,MonkeyKing,Caitlyn,Karma,Fiora,Olaf,Kassadin,Aphelios,Soraka,MIDDLE,PLATINUM,"['Rumble', 'Kassadin', 'Lucian']",6,4,0.6,FALSE,FALSE,FALSE,TRUE
3,Caitlyn,Kaisa,MonkeyKing,Viktor,Karma,Fiora,Olaf,Kassadin,Aphelios,Soraka,BOTTOM,DIAMOND,"['Jinx', 'Jhin', 'Ezreal']",7,7,0.5,FALSE,FALSE,FALSE,TRUE
4,Karma,Kaisa,MonkeyKing,Viktor,Caitlyn,Fiora,Olaf,Kassadin,Aphelios,Soraka,UTILITY,DIAMOND,"['Heimerdinger', 'Ashe', 'Karma']",78,71,0.523489933,FALSE,FALSE,FALSE,TRUE
0,Darius,MonkeyKing,Yasuo,Karthus,Seraphine,Riven,Ivern,Sylas,Sivir,Sona,TOP,PLATINUM,"['Darius', 'Yasuo', 'Sett']",6,6,0.5,FALSE,FALSE,FALSE,TRUE
1,MonkeyKing,Darius,Yasuo,Karthus,Seraphine,Riven,Ivern,Sylas,Sivir,Sona,JUNGLE,PLATINUM,"['Kayn', 'MonkeyKing', 'Sylas']",10,0,1,FALSE,FALSE,TRUE,TRUE
2,Yasuo,Darius,MonkeyKing,Karthus,Seraphine,Riven,Ivern,Sylas,Sivir,Sona,MIDDLE,PLATINUM,"['Yasuo', 'Yone', 'Akali']",5,13,0.277777778,FALSE,FALSE,FALSE,TRUE
3,Karthus,Darius,MonkeyKing,Yasuo,Seraphine,Riven,Ivern,Sylas,Sivir,Sona,BOTTOM,MASTER,"['Karthus', 'Jhin', 'Lucian']",62,56,0.525423729,FALSE,TRUE,TRUE,TRUE
4,Seraphine,Darius,MonkeyKing,Yasuo,Karthus,Riven,Ivern,Sylas,Sivir,Sona,UTILITY,MASTER,"['Lux', 'Kaisa', 'Soraka']",93,99,0.484375,FALSE,FALSE,FALSE,TRUE
0,Ekko,Garen,MasterYi,Ezreal,Nami,Shen,MonkeyKing,TwistedFate,Jinx,Bard,JUNGLE,DIAMOND,"['Graves', 'LeeSin', 'Aatrox']",197,216,0.476997579,FALSE,FALSE,FALSE,FALSE
1,Garen,Ekko,MasterYi,Ezreal,Nami,Shen,MonkeyKing,TwistedFate,Jinx,Bard,TOP,DIAMOND,"['Darius', 'Kled', 'Kayn']",200,220,0.476190476,FALSE,FALSE,FALSE,FALSE
2,MasterYi,Ekko,Garen,Ezreal,Nami,Shen,MonkeyKing,TwistedFate,Jinx,Bard,MIDDLE,DIAMOND,"['MasterYi', 'Belveth', 'Lillia']",143,154,0.481481481,FALSE,FALSE,FALSE,FALSE
3,Ezreal,Ekko,Garen,MasterYi,Nami,Shen,MonkeyKing,TwistedFate,Jinx,Bard,BOTTOM,MASTER,"['Caitlyn', 'Jhin', 'Shaco']",160,167,0.489296636,FALSE,TRUE,FALSE,FALSE
4,Nami,Ekko,Garen,MasterYi,Ezreal,Shen,MonkeyKing,TwistedFate,Jinx,Bard,UTILITY,MASTER,"['Jhin', 'Darius', 'Katarina']",92,89,0.508287293,FALSE,FALSE,FALSE,FALSE
0,Poppy,Nidalee,Sett,Varus,Annie,KSante,Elise,Irelia,Caitlyn,Senna,TOP,MASTER,"['Fiora', 'Irelia', 'JarvanIV']",70,39,0.642201835,FALSE,TRUE,FALSE,TRUE
1,Nidalee,Poppy,Sett,Varus,Annie,KSante,Elise,Irelia,Caitlyn,Senna,JUNGLE,MASTER,"['Graves', 'Nidalee', 'Taliyah']",86,82,0.511904762,TRUE,FALSE,TRUE,TRUE
2,Sett,Poppy,Nidalee,Varus,Annie,KSante,Elise,Irelia,Caitlyn,Senna,MIDDLE,GRANDMASTER,"['Zed', 'Galio', 'Talon']",200,196,0.505050505,FALSE,TRUE,FALSE,TRUE
3,Varus,Poppy,Nidalee,Sett,Annie,KSante,Elise,Irelia,Caitlyn,Senna,BOTTOM,DIAMOND,"['Kaisa', 'Vayne', 'Ezreal']",66,43,0.605504587,FALSE,TRUE,FALSE,TRUE
4,Annie,Poppy,Nidalee,Sett,Varus,KSante,Elise,Irelia,Caitlyn,Senna,UTILITY,GRANDMASTER,"['Nautilus', 'Lulu', 'Maokai']",167,158,0.513846154,FALSE,TRUE,FALSE,TRUE
0,Irelia,XinZhao,Ekko,Xayah,Rakan,Graves,Khazix,Yasuo,AurelionSol,Sylas,TOP,GOLD,"['Gangplank', 'Irelia', 'Tryndamere']",17,16,0.515151515,FALSE,FALSE,FALSE,TRUE
1,XinZhao,Irelia,Ekko,Xayah,Rakan,Graves,Khazix,Yasuo,AurelionSol,Sylas,JUNGLE,GRANDMASTER,"['Sett', 'KSante', 'Aatrox']",90,84,0.517241379,FALSE,FALSE,FALSE,TRUE
2,Ekko,Irelia,XinZhao,Xayah,Rakan,Graves,Khazix,Yasuo,AurelionSol,Sylas,MIDDLE,GRANDMASTER,"['Ekko', 'Sylas', 'Yone']",61,44,0.580952381,FALSE,FALSE,FALSE,TRUE
3,Xayah,Irelia,XinZhao,Ekko,Rakan,Graves,Khazix,Yasuo,AurelionSol,Sylas,BOTTOM,CHALLENGER,"['Ezreal', 'Zeri', 'Xayah']",167,116,0.590106007,FALSE,FALSE,FALSE,TRUE
4,Rakan,Irelia,XinZhao,Ekko,Xayah,Graves,Khazix,Yasuo,AurelionSol,Sylas,UTILITY,GRANDMASTER,"['Pyke', 'Bard', 'Rakan']",95,92,0.50802139,FALSE,TRUE,FALSE,TRUE
0,KSante,Nidalee,Jayce,Jinx,Lulu,Sett,JarvanIV,AurelionSol,Swain,Xayah,TOP,GRANDMASTER,"['Sett', 'Darius', 'MonkeyKing']",138,124,0.526717557,FALSE,TRUE,FALSE,FALSE
1,Nidalee,KSante,Jayce,Jinx,Lulu,Sett,JarvanIV,AurelionSol,Swain,Xayah,JUNGLE,DIAMOND,"['Karthus', 'LeeSin', 'Nidalee']",28,22,0.56,FALSE,FALSE,FALSE,FALSE
2,Jayce,KSante,Nidalee,Jinx,Lulu,Sett,JarvanIV,AurelionSol,Swain,Xayah,MIDDLE,GRANDMASTER,"['Akali', 'Syndra', 'Sylas']",239,228,0.511777302,FALSE,TRUE,FALSE,FALSE
3,Jinx,KSante,Nidalee,Jayce,Lulu,Sett,JarvanIV,AurelionSol,Swain,Xayah,BOTTOM,MASTER,"['Tristana', 'Varus', 'Jinx']",63,43,0.594339623,FALSE,FALSE,FALSE,FALSE
4,Lulu,KSante,Nidalee,Jayce,Jinx,Sett,JarvanIV,AurelionSol,Swain,Xayah,UTILITY,GRANDMASTER,"['Sylas', 'Pantheon', 'Syndra']",155,143,0.520134228,TRUE,FALSE,FALSE,FALSE
0,Graves,Kayn,Azir,Vayne,Senna,Sylas,Rammus,Yasuo,Ezreal,Ashe,TOP,GRANDMASTER,"['Sett', 'Darius', 'MonkeyKing']",138,124,0.526717557,FALSE,TRUE,FALSE,TRUE
1,Kayn,Graves,Azir,Vayne,Senna,Sylas,Rammus,Yasuo,Ezreal,Ashe,JUNGLE,MASTER,"['Kayn', 'Khazix', 'Hecarim']",73,66,0.525179856,FALSE,TRUE,FALSE,TRUE
2,Azir,Graves,Kayn,Vayne,Senna,Sylas,Rammus,Yasuo,Ezreal,Ashe,MIDDLE,DIAMOND,"['Azir', 'Vayne', 'Ahri']",17,18,0.485714286,FALSE,FALSE,FALSE,TRUE
3,Vayne,Graves,Kayn,Azir,Senna,Sylas,Rammus,Yasuo,Ezreal,Ashe,BOTTOM,MASTER,"['Lucian', 'Aphelios', 'Ezreal']",49,39,0.556818182,FALSE,FALSE,FALSE,TRUE
4,Senna,Graves,Kayn,Azir,Vayne,Sylas,Rammus,Yasuo,Ezreal,Ashe,UTILITY,GRANDMASTER,"['Orianna', 'Pyke', 'Ashe']",48,38,0.558139535,FALSE,TRUE,FALSE,TRUE
0,Riven,JarvanIV,AurelionSol,Ezreal,Teemo,Caitlyn,KSante,Irelia,Evelynn,Lulu,TOP,MASTER,"['Renekton', 'Aatrox', 'Rengar']",161,148,0.521035599,FALSE,TRUE,FALSE,FALSE
